Point ID,arc_length,B_0,B_1,B_2,B_Magnitude,p,pB,Points_0,Points_1,Points_2,Points_Magnitude,rho,T,U_0,U_1,U_2,U_Magnitude,Ux,Uy,Uz,vtkValidPointMask
20,4.000002e-02,3.369815e-02,9.999933e-01,0.000000e+00,1.000561e+00,7.090053e+03,2.348317e-04,1.800000e+01,-9.600000e-01,5.000000e-02,1.802565e+01,9.937270e-01,2.479966e+01,1.136108e-01,3.986500e-06,0.000000e+00,1.136108e-01,1.136108e-01,3.986500e-06,0.000000e+00,1
21,4.200000e-02,3.538303e-02,9.999930e-01,0.000000e+00,1.000619e+00,7.090053e+03,2.343987e-04,1.800000e+01,-9.580000e-01,5.000000e-02,1.802555e+01,9.937270e-01,2.479966e+01,1.192912e-01,4.185823e-06,0.000000e+00,1.192912e-01,1.192912e-01,4.185823e-06,0.000000e+00,1
22,4.400003e-02,3.706796e-02,9.999927e-01,0.000000e+00,1.000679e+00,7.090053e+03,2.339658e-04,1.800000e+01,-9.560000e-01,5.000000e-02,1.802544e+01,9.937270e-01,2.479966e+01,1.249718e-01,4.385151e-06,0.000000e+00,1.249718e-01,1.249718e-01,4.385151e-06,0.000000e+00,1
23,4.600000e-02,3.875285e-02,9.999923e-01,0.000000e+00,1.000743e+00,7.090053e+03,2.335328e-04,1.800000e+01,-9.540000e-01,5.000000e-02,1.802533e+01,9.937270e-01,2.479966e+01,1.306523e-01,4.584474e-06,0.000000e+00,1.306523e-01,1.306523e-01,4.584474e-06,0.000000e+00,1
24,4.799998e-02,4.043774e-02,9.999920e-01,0.000000e+00,1.000809e+00,7.090053e+03,2.330998e-04,1.800000e+01,-9.520000e-01,5.000000e-02,1.802523e+01,9.937270e-01,2.479966e+01,1.363328e-01,4.783796e-06,0.000000e+00,1.363328e-01,1.363328e-01,4.783796e-06,0.000000e+00,1
25,5.000001e-02,4.212267e-02,9.999917e-01,0.000000e+00,1.000878e+00,7.090053e+03,2.326669e-04,1.800000e+01,-9.500000e-01,5.000000e-02,1.802512e+01,9.937270e-01,2.479966e+01,1.420134e-01,4.983124e-06,0.000000e+00,1.420134e-01,1.420134e-01,4.983124e-06,0.000000e+00,1
26,5.199999e-02,4.351975e-02,9.999913e-01,0.000000e+00,1.000938e+00,7.090053e+03,2.320174e-04,1.800000e+01,-9.480000e-01,5.000000e-02,1.802502e+01,9.937270e-01,2.479966e+01,1.473182e-01,5.302133e-06,0.000000e+00,1.473182e-01,1.473182e-01,5.302133e-06,0.000000e+00,1
27,5.400002e-02,4.491686e-02,9.999909e-01,0.000000e+00,1.000999e+00,7.090053e+03,2.313680e-04,1.800000e+01,-9.460000e-01,5.000000e-02,1.802491e+01,9.937270e-01,2.479966e+01,1.526232e-01,5.621150e-06,0.000000e+00,1.526232e-01,1.526232e-01,5.621150e-06,0.000000e+00,1
28,5.599999e-02,4.631394e-02,9.999906e-01,0.000000e+00,1.001063e+00,7.090053e+03,2.307186e-04,1.800000e+01,-9.440000e-01,5.000000e-02,1.802481e+01,9.937270e-01,2.479966e+01,1.579280e-01,5.940159e-06,0.000000e+00,1.579280e-01,1.579280e-01,5.940159e-06,0.000000e+00,1
29,5.800003e-02,4.771106e-02,9.999902e-01,0.000000e+00,1.001128e+00,7.090052e+03,2.300691e-04,1.800000e+01,-9.420000e-01,5.000000e-02,1.802470e+01,9.937270e-01,2.479966e+01,1.632329e-01,6.259176e-06,0.000000e+00,1.632329e-01,1.632329e-01,6.259176e-06,0.000000e+00,1
30,6.000000e-02,4.910813e-02,9.999899e-01,0.000000e+00,1.001195e+00,7.090052e+03,2.294197e-04,1.800000e+01,-9.400000e-01,5.000000e-02,1.802460e+01,9.937270e-01,2.479966e+01,1.685377e-01,6.578185e-06,0.000000e+00,1.685377e-01,1.685377e-01,6.578185e-06,0.000000e+00,1
31,6.199998e-02,5.050521e-02,9.999895e-01,0.000000e+00,1.001264e+00,7.090052e+03,2.287703e-04,1.800000e+01,-9.380000e-01,5.000000e-02,1.802449e+01,9.937270e-01,2.479965e+01,1.738425e-01,6.897193e-06,0.000000e+00,1.738425e-01,1.738425e-01,6.897193e-06,0.000000e+00,1
32,6.400001e-02,5.190232e-02,9.999892e-01,0.000000e+00,1.001335e+00,7.090052e+03,2.281208e-04,1.800000e+01,-9.360000e-01,5.000000e-02,1.802439e+01,9.937270e-01,2.479965e+01,1.791475e-01,7.216211e-06,0.000000e+00,1.791475e-01,1.791475e-01,7.216211e-06,0.000000e+00,1
33,6.599998e-02,5.329940e-02,9.999889e-01,0.000000e+00,1.001408e+00,7.090052e+03,2.274714e-04,1.800000e+01,-9.340000e-01,5.000000e-02,1.802428e+01,9.937270e-01,2.479965e+01,1.844523e-01,7.535219e-06,0.000000e+00,1.844523e-01,1.844523e-01,7.535219e-06,0.000000e+00,1
34,6.800002e-02,5.469652e-02,9.999885e-01,0.000000e+00,1.001483e+00,7.090052e+03,2.268220e-04,1.800000e+01,-9.320000e-01,5.000000e-02,1.802418e+01,9.937270e-01,2.479965e+01,1.897573e-01,7.854236e-06,0.000000e+00,1.897573e-01,1.897573e-01,7.854236e-06,0.000000e+00,1
35,6.999999e-02,5.609359e-02,9.999881e-01,0.000000e+00,1.001560e+00,7.090052e+03,2.261725e-04,1.800000e+01,-9.300000e-01,5.000000e-02,1.802408e+01,9.937270e-01,2.479965e+01,1.950621e-01,8.173245e-06,0.000000e+00,1.950621e-01,1.950621e-01,8.173245e-06,0.000000e+00,1
36,7.200003e-02,5.749071e-02,9.999878e-01,0.000000e+00,1.001639e+00,7.090052e+03,2.255231e-04,1.800000e+01,-9.280000e-01,5.000000e-02,1.802398e+01,9.937270e-01,2.479965e+01,2.003670e-01,8.492262e-06,0.000000e+00,2.003670e-01,2.003670e-01,8.492262e-06,0.000000e+00,1
37,7.400000e-02,5.888778e-02,9.999874e-01,0.000000e+00,1.001720e+00,7.090052e+03,2.248737e-04,1.800000e+01,-9.260000e-01,5.000000e-02,1.802387e+01,9.937270e-01,2.479965e+01,2.056718e-01,8.811271e-06,0.000000e+00,2.056718e-01,2.056718e-01,8.811271e-06,0.000000e+00,1
38,7.599998e-02,6.028486e-02,9.999871e-01,0.000000e+00,1.001803e+00,7.090052e+03,2.242242e-04,1.800000e+01,-9.240000e-01,5.000000e-02,1.802377e+01,9.937270e-01,2.479965e+01,2.109766e-01,9.130279e-06,0.000000e+00,2.109766e-01,2.109766e-01,9.130279e-06,0.000000e+00,1
39,7.800001e-02,6.168197e-02,9.999867e-01,0.000000e+00,1.001887e+00,7.090052e+03,2.235748e-04,1.800000e+01,-9.220000e-01,5.000000e-02,1.802367e+01,9.937270e-01,2.479965e+01,2.162816e-01,9.449297e-06,0.000000e+00,2.162816e-01,2.162816e-01,9.449297e-06,0.000000e+00,1
40,7.999998e-02,6.307905e-02,9.999864e-01,0.000000e+00,1.001974e+00,7.090052e+03,2.229254e-04,1.800000e+01,-9.200000e-01,5.000000e-02,1.802357e+01,9.937270e-01,2.479965e+01,2.215864e-01,9.768305e-06,0.000000e+00,2.215864e-01,2.215864e-01,9.768305e-06,0.000000e+00,1
41,8.200002e-02,6.447617e-02,9.999860e-01,0.000000e+00,1.002062e+00,7.090051e+03,2.222759e-04,1.800000e+01,-9.180000e-01,5.000000e-02,1.802346e+01,9.937270e-01,2.479965e+01,2.268913e-01,1.008732e-05,0.000000e+00,2.268913e-01,2.268913e-01,1.008732e-05,0.000000e+00,1
42,8.399999e-02,6.587324e-02,9.999856e-01,0.000000e+00,1.002153e+00,7.090051e+03,2.216265e-04,1.800000e+01,-9.160000e-01,5.000000e-02,1.802336e+01,9.937270e-01,2.479965e+01,2.321962e-01,1.040633e-05,0.000000e+00,2.321962e-01,2.321962e-01,1.040633e-05,0.000000e+00,1
43,8.600003e-02,6.727036e-02,9.999853e-01,0.000000e+00,1.002245e+00,7.090051e+03,2.209771e-04,1.800000e+01,-9.140000e-01,5.000000e-02,1.802326e+01,9.937270e-01,2.479965e+01,2.375011e-01,1.072535e-05,0.000000e+00,2.375011e-01,2.375011e-01,1.072535e-05,0.000000e+00,1
44,8.800000e-02,6.866743e-02,9.999850e-01,0.000000e+00,1.002340e+00,7.090051e+03,2.203277e-04,1.800000e+01,-9.120000e-01,5.000000e-02,1.802316e+01,9.937271e-01,2.479965e+01,2.428059e-01,1.104436e-05,0.000000e+00,2.428059e-01,2.428059e-01,1.104436e-05,0.000000e+00,1
45,8.999997e-02,7.006451e-02,9.999846e-01,0.000000e+00,1.002436e+00,7.090051e+03,2.196782e-04,1.800000e+01,-9.100000e-01,5.000000e-02,1.802306e+01,9.937271e-01,2.479965e+01,2.481107e-01,1.136337e-05,0.000000e+00,2.481107e-01,2.481107e-01,1.136337e-05,0.000000e+00,1
46,9.200001e-02,7.146163e-02,9.999843e-01,0.000000e+00,1.002534e+00,7.090051e+03,2.190288e-04,1.800000e+01,-9.080000e-01,5.000000e-02,1.802296e+01,9.937271e-01,2.479965e+01,2.534157e-01,1.168238e-05,0.000000e+00,2.534157e-01,2.534157e-01,1.168238e-05,0.000000e+00,1
47,9.399998e-02,7.285871e-02,9.999839e-01,0.000000e+00,1.002635e+00,7.090051e+03,2.183794e-04,1.800000e+01,-9.060000e-01,5.000000e-02,1.802286e+01,9.937271e-01,2.479965e+01,2.587205e-01,1.200139e-05,0.000000e+00,2.587205e-01,2.587205e-01,1.200139e-05,0.000000e+00,1
48,9.600002e-02,7.425582e-02,9.999835e-01,0.000000e+00,1.002737e+00,7.090051e+03,2.177299e-04,1.800000e+01,-9.040000e-01,5.000000e-02,1.802275e+01,9.937271e-01,2.479965e+01,2.640254e-01,1.232041e-05,0.000000e+00,2.640254e-01,2.640254e-01,1.232041e-05,0.000000e+00,1
49,9.799999e-02,7.565290e-02,9.999832e-01,0.000000e+00,1.002841e+00,7.090051e+03,2.170805e-04,1.800000e+01,-9.020000e-01,5.000000e-02,1.802266e+01,9.937271e-01,2.479964e+01,2.693302e-01,1.263942e-05,0.000000e+00,2.693302e-01,2.693302e-01,1.263942e-05,0.000000e+00,1
50,1.000000e-01,7.705002e-02,9.999828e-01,0.000000e+00,1.002947e+00,7.090051e+03,2.164310e-04,1.800000e+01,-9.000000e-01,5.000000e-02,1.802255e+01,9.937271e-01,2.479964e+01,2.746352e-01,1.295844e-05,0.000000e+00,2.746352e-01,2.746352e-01,1.295844e-05,0.000000e+00,1
51,1.020000e-01,7.818448e-02,9.999825e-01,0.000000e+00,1.003034e+00,7.090051e+03,2.159560e-04,1.800000e+01,-8.980000e-01,5.000000e-02,1.802246e+01,9.937271e-01,2.479964e+01,2.795814e-01,1.299946e-05,0.000000e+00,2.795814e-01,2.795814e-01,1.299946e-05,0.000000e+00,1
52,1.040000e-01,7.931895e-02,9.999821e-01,0.000000e+00,1.003123e+00,7.090051e+03,2.154809e-04,1.800000e+01,-8.960000e-01,5.000000e-02,1.802236e+01,9.937271e-01,2.479964e+01,2.845275e-01,1.304049e-05,0.000000e+00,2.845275e-01,2.845275e-01,1.304049e-05,0.000000e+00,1
53,1.060000e-01,8.045344e-02,9.999818e-01,0.000000e+00,1.003213e+00,7.090050e+03,2.150058e-04,1.800000e+01,-8.940000e-01,5.000000e-02,1.802226e+01,9.937271e-01,2.479964e+01,2.894739e-01,1.308152e-05,0.000000e+00,2.894739e-01,2.894739e-01,1.308152e-05,0.000000e+00,1
54,1.080000e-01,8.158791e-02,9.999814e-01,0.000000e+00,1.003304e+00,7.090050e+03,2.145308e-04,1.800000e+01,-8.920000e-01,5.000000e-02,1.802216e+01,9.937271e-01,2.479964e+01,2.944200e-01,1.312255e-05,0.000000e+00,2.944200e-01,2.944200e-01,1.312255e-05,0.000000e+00,1
55,1.100000e-01,8.272240e-02,9.999810e-01,0.000000e+00,1.003397e+00,7.090050e+03,2.140557e-04,1.800000e+01,-8.900000e-01,5.000000e-02,1.802206e+01,9.937272e-01,2.479964e+01,2.993664e-01,1.316358e-05,0.000000e+00,2.993664e-01,2.993664e-01,1.316358e-05,0.000000e+00,1
56,1.120000e-01,8.385687e-02,9.999807e-01,0.000000e+00,1.003491e+00,7.090050e+03,2.135807e-04,1.800000e+01,-8.880000e-01,5.000000e-02,1.802196e+01,9.937272e-01,2.479964e+01,3.043126e-01,1.320461e-05,0.000000e+00,3.043126e-01,3.043126e-01,1.320461e-05,0.000000e+00,1
57,1.140000e-01,8.499137e-02,9.999803e-01,0.000000e+00,1.003586e+00,7.090050e+03,2.131056e-04,1.800000e+01,-8.860000e-01,5.000000e-02,1.802186e+01,9.937272e-01,2.479964e+01,3.092589e-01,1.324564e-05,0.000000e+00,3.092589e-01,3.092589e-01,1.324564e-05,0.000000e+00,1
58,1.160000e-01,8.612584e-02,9.999799e-01,0.000000e+00,1.003682e+00,7.090050e+03,2.126305e-04,1.800000e+01,-8.840000e-01,5.000000e-02,1.802176e+01,9.937273e-01,2.479964e+01,3.142051e-01,1.328667e-05,0.000000e+00,3.142051e-01,3.142051e-01,1.328667e-05,0.000000e+00,1
59,1.180000e-01,8.726030e-02,9.999796e-01,0.000000e+00,1.003780e+00,7.090050e+03,2.121555e-04,1.800000e+01,-8.820000e-01,5.000000e-02,1.802167e+01,9.937273e-01,2.479964e+01,3.191512e-01,1.332770e-05,0.000000e+00,3.191512e-01,3.191512e-01,1.332770e-05,0.000000e+00,1
60,1.200000e-01,8.839480e-02,9.999792e-01,0.000000e+00,1.003878e+00,7.090050e+03,2.116804e-04,1.800000e+01,-8.800000e-01,5.000000e-02,1.802157e+01,9.937273e-01,2.479964e+01,3.240975e-01,1.336873e-05,0.000000e+00,3.240975e-01,3.240975e-01,1.336873e-05,0.000000e+00,1
61,1.220000e-01,8.952926e-02,9.999788e-01,0.000000e+00,1.003979e+00,7.090050e+03,2.112053e-04,1.800000e+01,-8.780000e-01,5.000000e-02,1.802147e+01,9.937273e-01,2.479964e+01,3.290437e-01,1.340976e-05,0.000000e+00,3.290437e-01,3.290437e-01,1.340976e-05,0.000000e+00,1
62,1.240000e-01,9.066376e-02,9.999785e-01,0.000000e+00,1.004080e+00,7.090050e+03,2.107302e-04,1.800000e+01,-8.760000e-01,5.000000e-02,1.802137e+01,9.937273e-01,2.479963e+01,3.339900e-01,1.345079e-05,0.000000e+00,3.339900e-01,3.339900e-01,1.345079e-05,0.000000e+00,1
63,1.260000e-01,9.179822e-02,9.999781e-01,0.000000e+00,1.004183e+00,7.090049e+03,2.102552e-04,1.800000e+01,-8.740000e-01,5.000000e-02,1.802128e+01,9.937273e-01,2.479963e+01,3.389362e-01,1.349182e-05,0.000000e+00,3.389362e-01,3.389362e-01,1.349182e-05,0.000000e+00,1
64,1.280000e-01,9.293272e-02,9.999778e-01,0.000000e+00,1.004287e+00,7.090049e+03,2.097801e-04,1.800000e+01,-8.720000e-01,5.000000e-02,1.802118e+01,9.937273e-01,2.479963e+01,3.438825e-01,1.353285e-05,0.000000e+00,3.438825e-01,3.438825e-01,1.353285e-05,0.000000e+00,1
65,1.300000e-01,9.406719e-02,9.999774e-01,0.000000e+00,1.004392e+00,7.090049e+03,2.093051e-04,1.800000e+01,-8.700000e-01,5.000000e-02,1.802108e+01,9.937274e-01,2.479963e+01,3.488287e-01,1.357388e-05,0.000000e+00,3.488287e-01,3.488287e-01,1.357388e-05,0.000000e+00,1
66,1.320000e-01,9.520169e-02,9.999771e-01,0.000000e+00,1.004499e+00,7.090049e+03,2.088300e-04,1.800000e+01,-8.680000e-01,5.000000e-02,1.802099e+01,9.937274e-01,2.479963e+01,3.537750e-01,1.361491e-05,0.000000e+00,3.537750e-01,3.537750e-01,1.361491e-05,0.000000e+00,1
67,1.340000e-01,9.633615e-02,9.999767e-01,0.000000e+00,1.004606e+00,7.090049e+03,2.083549e-04,1.800000e+01,-8.660000e-01,5.000000e-02,1.802089e+01,9.937274e-01,2.479963e+01,3.587212e-01,1.365594e-05,0.000000e+00,3.587212e-01,3.587212e-01,1.365594e-05,0.000000e+00,1
68,1.360000e-01,9.747062e-02,9.999763e-01,0.000000e+00,1.004715e+00,7.090049e+03,2.078799e-04,1.800000e+01,-8.640000e-01,5.000000e-02,1.802079e+01,9.937274e-01,2.479963e+01,3.636674e-01,1.369697e-05,0.000000e+00,3.636674e-01,3.636674e-01,1.369697e-05,0.000000e+00,1
69,1.380000e-01,9.860511e-02,9.999759e-01,0.000000e+00,1.004826e+00,7.090049e+03,2.074048e-04,1.800000e+01,-8.620000e-01,5.000000e-02,1.802070e+01,9.937274e-01,2.479963e+01,3.686137e-01,1.373800e-05,0.000000e+00,3.686137e-01,3.686137e-01,1.373800e-05,0.000000e+00,1
70,1.400000e-01,9.973958e-02,9.999756e-01,0.000000e+00,1.004937e+00,7.090049e+03,2.069297e-04,1.800000e+01,-8.600000e-01,5.000000e-02,1.802060e+01,9.937274e-01,2.479963e+01,3.735599e-01,1.377903e-05,0.000000e+00,3.735599e-01,3.735599e-01,1.377903e-05,0.000000e+00,1
71,1.420000e-01,1.008741e-01,9.999752e-01,0.000000e+00,1.005050e+00,7.090049e+03,2.064547e-04,1.800000e+01,-8.580000e-01,5.000000e-02,1.802051e+01,9.937275e-01,2.479963e+01,3.785062e-01,1.382006e-05,0.000000e+00,3.785062e-01,3.785062e-01,1.382006e-05,0.000000e+00,1
72,1.440000e-01,1.020085e-01,9.999748e-01,0.000000e+00,1.005164e+00,7.090049e+03,2.059796e-04,1.800000e+01,-8.560000e-01,5.000000e-02,1.802041e+01,9.937275e-01,2.479963e+01,3.834524e-01,1.386109e-05,0.000000e+00,3.834524e-01,3.834524e-01,1.386109e-05,0.000000e+00,1
73,1.460000e-01,1.031430e-01,9.999745e-01,0.000000e+00,1.005280e+00,7.090048e+03,2.055045e-04,1.800000e+01,-8.540000e-01,5.000000e-02,1.802032e+01,9.937275e-01,2.479963e+01,3.883987e-01,1.390212e-05,0.000000e+00,3.883987e-01,3.883987e-01,1.390212e-05,0.000000e+00,1
74,1.480000e-01,1.042775e-01,9.999741e-01,0.000000e+00,1.005396e+00,7.090048e+03,2.050295e-04,1.800000e+01,-8.520000e-01,5.000000e-02,1.802022e+01,9.937276e-01,2.479963e+01,3.933449e-01,1.394315e-05,0.000000e+00,3.933449e-01,3.933449e-01,1.394315e-05,0.000000e+00,1
75,1.500000e-01,1.054120e-01,9.999738e-01,0.000000e+00,1.005514e+00,7.090048e+03,2.045544e-04,1.800000e+01,-8.500000e-01,5.000000e-02,1.802013e+01,9.937276e-01,2.479963e+01,3.982911e-01,1.398418e-05,0.000000e+00,3.982911e-01,3.982911e-01,1.398418e-05,0.000000e+00,1
76,1.520000e-01,1.063015e-01,9.999734e-01,0.000000e+00,1.005608e+00,7.090048e+03,2.039981e-04,1.800000e+01,-8.480000e-01,5.000000e-02,1.802003e+01,9.937276e-01,2.479962e+01,4.028923e-01,1.409348e-05,0.000000e+00,4.028923e-01,4.028923e-01,1.409348e-05,0.000000e+00,1
77,1.540000e-01,1.071911e-01,9.999731e-01,0.000000e+00,1.005702e+00,7.090048e+03,2.034419e-04,1.800000e+01,-8.460000e-01,5.000000e-02,1.801994e+01,9.937276e-01,2.479962e+01,4.074935e-01,1.420278e-05,0.000000e+00,4.074935e-01,4.074935e-01,1.420278e-05,0.000000e+00,1
78,1.560000e-01,1.080806e-01,9.999727e-01,0.000000e+00,1.005797e+00,7.090048e+03,2.028856e-04,1.800000e+01,-8.440000e-01,5.000000e-02,1.801985e+01,9.937277e-01,2.479962e+01,4.120947e-01,1.431209e-05,0.000000e+00,4.120947e-01,4.120947e-01,1.431209e-05,0.000000e+00,1
79,1.580000e-01,1.089702e-01,9.999723e-01,0.000000e+00,1.005892e+00,7.090048e+03,2.023294e-04,1.800000e+01,-8.420000e-01,5.000000e-02,1.801975e+01,9.937277e-01,2.479962e+01,4.166959e-01,1.442139e-05,0.000000e+00,4.166959e-01,4.166959e-01,1.442139e-05,0.000000e+00,1
80,1.600000e-01,1.098597e-01,9.999719e-01,0.000000e+00,1.005989e+00,7.090048e+03,2.017731e-04,1.800000e+01,-8.400000e-01,5.000000e-02,1.801966e+01,9.937277e-01,2.479962e+01,4.212971e-01,1.453069e-05,0.000000e+00,4.212971e-01,4.212971e-01,1.453069e-05,0.000000e+00,1
81,1.620000e-01,1.107493e-01,9.999716e-01,0.000000e+00,1.006086e+00,7.090048e+03,2.012169e-04,1.800000e+01,-8.380000e-01,5.000000e-02,1.801957e+01,9.937277e-01,2.479962e+01,4.258983e-01,1.463999e-05,0.000000e+00,4.258983e-01,4.258983e-01,1.463999e-05,0.000000e+00,1
82,1.640000e-01,1.116388e-01,9.999712e-01,0.000000e+00,1.006184e+00,7.090048e+03,2.006606e-04,1.800000e+01,-8.360000e-01,5.000000e-02,1.801947e+01,9.937278e-01,2.479962e+01,4.304994e-01,1.474929e-05,0.000000e+00,4.304994e-01,4.304994e-01,1.474929e-05,0.000000e+00,1
