Point ID,arc_length,B_0,B_1,B_2,B_Magnitude,p,pB,Points_0,Points_1,Points_2,Points_Magnitude,rho,T,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
293,0.293,0.75,0.9993,-3.53461e-19,1.24944,0.998845,6.19438e-16,0.293,0,0,0.293,0.999068,0.00348231,0.00103507,-0.000293035,-1.86992e-33,0.00107575,1
294,0.294,0.75,0.999158,-2.58568e-19,1.24933,0.998611,6.34807e-16,0.294,0,0,0.294,0.998951,0.0034819,0.00124559,-0.000352642,-2.83896e-19,0.00129454,1
295,0.295,0.75,0.998882,1.79502e-19,1.24911,0.998156,1.53111e-16,0.295,0,0,0.295,0.998723,0.0034811,0.00165396,-0.000468278,-5.66638e-19,0.00171898,1
296,0.296,0.75,0.998558,-7.30628e-19,1.24885,0.997622,-2.64129e-16,0.296,0,0,0.296,0.998456,0.00348017,0.002133,-0.000604108,-3.88796e-19,0.0022169,1
297,0.297,0.75,0.99826,-1.61704e-18,1.24861,0.997131,6.82069e-16,0.297,0,0,0.297,0.998211,0.00347932,0.00257387,-0.0007293,-1.42595e-19,0.0026752,1
298,0.298,0.75,0.997977,-7.94698e-19,1.24838,0.996665,9.20993e-16,0.298,0,0,0.298,0.997977,0.0034785,0.00299211,-0.000848047,-3.7939e-19,0.00310997,1
299,0.299,0.75,0.997644,-1.03973e-19,1.24812,0.996117,2.73292e-16,0.299,0,0,0.299,0.997703,0.00347755,0.00348486,-0.000987892,-6.12465e-19,0.00362218,1
300,0.3,0.75,0.997191,1.92492e-19,1.24775,0.995373,1.98893e-16,0.3,0,0,0.3,0.99733,0.00347625,0.00415395,-0.00117781,-1.97376e-19,0.0043177,1
301,0.301,0.75,0.996673,2.02783e-19,1.24734,0.99452,1.27655e-16,0.301,0,0,0.301,0.996903,0.00347476,0.00492121,-0.00139574,7.22393e-20,0.00511531,1
302,0.302,0.75,0.995943,9.85256e-20,1.24676,0.993322,2.37586e-16,0.302,0,0,0.302,0.996302,0.00347267,0.00600023,-0.0017025,0,0.00623709,1
303,0.303,0.75,0.995259,-3.78707e-20,1.24621,0.992199,2.66928e-16,0.303,0,0,0.303,0.995738,0.0034707,0.00701265,-0.00199104,-5.49827e-34,0.00728983,1
304,0.304,0.75,0.994629,-8.01675e-20,1.24571,0.991167,9.88045e-17,0.304,0,0,0.304,0.995219,0.0034689,0.0079438,-0.00225663,-1.9634e-19,0.00825811,1
305,0.305,0.75,0.993789,1.16295e-20,1.24504,0.98979,3.82002e-17,0.305,0,0,0.305,0.994527,0.00346649,0.00918754,-0.00261093,-1.9634e-19,0.00955133,1
306,0.306,0.75,0.992857,3.27871e-20,1.24429,0.988263,-2.6828e-17,0.306,0,0,0.306,0.993759,0.00346382,0.0105679,-0.0030046,0,0.0109867,1
307,0.307,0.75,0.991828,3.19604e-21,1.24347,0.986581,-4.45439e-17,0.307,0,0,0.307,0.992912,0.00346087,0.0120908,-0.00343936,-1.80324e-33,0.0125704,1
308,0.308,0.75,0.9907,1.04878e-19,1.24257,0.984737,1.48315e-17,0.308,0,0,0.308,0.991984,0.00345764,0.0137614,-0.00391671,-1.27918e-19,0.0143079,1
309,0.309,0.75,0.98947,3.82618e-19,1.24159,0.982729,-3.60706e-18,0.309,0,0,0.309,0.990971,0.00345411,0.0155842,-0.00443795,-1.38114e-19,0.0162038,1
310,0.31,0.75,0.988135,5.00819e-19,1.24053,0.980553,3.78452e-17,0.31,0,0,0.31,0.989873,0.00345029,0.0175626,-0.0050041,4.28846e-19,0.0182616,1
311,0.311,0.75,0.986387,2.22724e-19,1.23914,0.977706,-2.21506e-16,0.311,0,0,0.311,0.988435,0.00344527,0.0201549,-0.00574639,4.39042e-19,0.020958,1
312,0.312,0.75,0.98482,3.36908e-20,1.23789,0.97516,-4.5964e-16,0.312,0,0,0.312,0.987146,0.00344079,0.022478,-0.00641576,0,0.0233757,1
313,0.313,0.75,0.983454,5.1192e-20,1.2368,0.972945,-2.33421e-16,0.313,0,0,0.313,0.986022,0.00343689,0.024505,-0.00700036,-6.05038e-34,0.0254853,1
314,0.314,0.75,0.981694,1.0857e-19,1.2354,0.970091,-2.10074e-16,0.314,0,0,0.314,0.984577,0.00343184,0.0271202,-0.00774984,-2.68463e-19,0.0282058,1
315,0.315,0.75,0.979263,4.47325e-19,1.23347,0.966167,3.45032e-16,0.315,0,0,0.315,0.982588,0.00342487,0.0307293,-0.00878319,-4.84247e-19,0.0319599,1
316,0.316,0.75,0.97677,-1.88396e-19,1.23149,0.962163,7.57944e-16,0.316,0,0,0.316,0.980552,0.00341776,0.0344171,-0.00986875,-3.59872e-19,0.0358041,1
317,0.317,0.75,0.974802,-1.03914e-18,1.22993,0.959012,-4.54443e-16,0.317,0,0,0.317,0.978939,0.00341218,0.0373262,-0.010739,-1.44088e-19,0.0388403,1
318,0.318,0.75,0.973084,-5.6422e-19,1.22857,0.95626,-9.28878e-16,0.318,0,0,0.318,0.977521,0.00340733,0.0398776,-0.0114856,-3.62342e-19,0.0414987,1
319,0.319,0.75,0.971207,8.85224e-20,1.22709,0.953259,-4.16265e-16,0.319,0,0,0.319,0.975978,0.003402,0.0426694,-0.0123001,-6.423e-19,0.0444069,1
320,0.32,0.75,0.968843,3.74661e-19,1.22522,0.949485,-3.05837e-16,0.32,0,0,0.32,0.974042,0.00339527,0.0461867,-0.0133226,-2.10085e-19,0.0480698,1
321,0.321,0.75,0.96589,3.32431e-19,1.22288,0.944794,-6.50604e-17,0.321,0,0,0.321,0.971628,0.00338688,0.0505727,-0.0146032,6.98734e-20,0.0526389,1
322,0.322,0.75,0.963325,1.26416e-19,1.22086,0.940737,1.00823e-16,0.322,0,0,0.322,0.969527,0.00337965,0.054378,-0.015736,0,0.0566091,1
323,0.323,0.75,0.961172,-1.46202e-20,1.21916,0.937337,1.85058e-16,0.323,0,0,0.323,0.96776,0.00337358,0.0575816,-0.0166954,-4.76665e-34,0.0599531,1
324,0.324,0.75,0.958461,-3.25603e-21,1.21702,0.933054,1.97172e-16,0.324,0,0,0.324,0.96554,0.00336589,0.0616243,-0.0178857,-2.12941e-19,0.0641673,1
325,0.325,0.75,0.955669,1.02997e-19,1.21483,0.928659,4.24732e-17,0.325,0,0,0.325,0.963256,0.00335798,0.0657876,-0.0191179,-2.12941e-19,0.0685092,1
326,0.326,0.75,0.952801,1.35009e-19,1.21257,0.924159,-4.26552e-17,0.326,0,0,0.326,0.960913,0.00334986,0.0700657,-0.0203892,0,0.0729721,1
327,0.327,0.75,0.949862,8.90742e-20,1.21026,0.919561,9.05901e-17,0.327,0,0,0.327,0.958513,0.00334153,0.0744537,-0.0216974,-1.0698e-33,0.0775509,1
328,0.328,0.75,0.946854,1.39588e-19,1.2079,0.91487,3.26259e-16,0.328,0,0,0.328,0.95606,0.00333302,0.0789468,-0.0230411,-7.85508e-20,0.0822405,1
329,0.329,0.75,0.943781,3.86743e-19,1.2055,0.910093,4.42227e-16,0.329,0,0,0.329,0.953556,0.00332432,0.0835404,-0.0244188,-1.8559e-19,0.0870361,1
330,0.33,0.75,0.940646,6.11538e-19,1.20304,0.905235,3.67091e-16,0.33,0,0,0.33,0.951005,0.00331544,0.0882302,-0.0258288,3.44414e-20,0.0919331,1
331,0.331,0.75,0.937451,6.01654e-19,1.20055,0.900304,3.08365e-16,0.331,0,0,0.331,0.948412,0.0033064,0.0930127,-0.0272686,1.41481e-19,0.0969275,1
332,0.332,0.75,0.933562,5.37702e-19,1.19751,0.894342,1.66682e-16,0.332,0,0,0.332,0.945263,0.00329544,0.0988223,-0.0290132,0,0.102993,1
333,0.333,0.75,0.930245,4.83427e-19,1.19493,0.889274,5.07265e-17,0.333,0,0,0.333,0.942564,0.00328616,0.103773,-0.0305572,9.71084e-34,0.108178,1
334,0.334,0.75,0.927521,4.91597e-19,1.19281,0.885106,7.06786e-17,0.334,0,0,0.334,0.940334,0.00327851,0.107863,-0.0318503,-2.04937e-19,0.112467,1
335,0.335,0.75,0.924125,6.17581e-19,1.19017,0.879921,3.15746e-18,0.335,0,0,0.335,0.937569,0.00326891,0.112973,-0.0334016,-2.04937e-19,0.117807,1
336,0.336,0.75,0.920675,6.66489e-19,1.18749,0.874689,-6.76601e-17,0.336,0,0,0.336,0.934774,0.00325919,0.118159,-0.0349837,0,0.123229,1
337,0.337,0.75,0.916496,6.06621e-19,1.18426,0.868414,-3.59791e-16,0.337,0,0,0.337,0.931397,0.00324754,0.124415,-0.0368887,-1.26601e-21,0.129769,1
338,0.338,0.75,0.912948,1.09939e-18,1.18151,0.863109,-4.62878e-16,0.338,0,0,0.338,0.928501,0.00323778,0.129718,-0.0385849,-2.69518e-19,0.135335,1
339,0.339,0.75,0.910056,1.89253e-18,1.17928,0.858773,-2.33929e-16,0.339,0,0,0.339,0.926119,0.00322979,0.13407,-0.0400056,-4.6828e-19,0.139912,1
340,0.34,0.75,0.906467,2.26941e-18,1.17651,0.8534,-1.47786e-16,0.34,0,0,0.34,0.923186,0.00321978,0.139489,-0.0416874,-5.46045e-20,0.145585,1
341,0.341,0.75,0.902842,2.40112e-18,1.17372,0.848012,-9.5131e-17,0.341,0,0,0.341,0.920229,0.00320973,0.144953,-0.0434001,1.45423e-19,0.151311,1
342,0.342,0.75,0.899189,2.50904e-18,1.17091,0.842612,-9.59854e-17,0.342,0,0,0.342,0.917249,0.00319966,0.150458,-0.0451376,0,0.157083,1
343,0.343,0.75,0.895509,2.71893e-18,1.16809,0.837194,-1.03687e-16,0.343,0,0,0.343,0.914238,0.00318955,0.156008,-0.0468975,2.18733e-32,0.162904,1
344,0.344,0.75,0.891805,2.94769e-18,1.16525,0.831744,-7.67627e-17,0.344,0,0,0.344,0.911188,0.00317939,0.161611,-0.0486768,1.20276e-19,0.168782,1
345,0.345,0.75,0.888089,3.01355e-18,1.16241,0.826251,-9.07178e-17,0.345,0,0,0.345,0.908086,0.00316919,0.167267,-0.0504713,5.64569e-19,0.174716,1
346,0.346,0.75,0.884392,2.73433e-18,1.15959,0.820768,-1.07791e-16,0.346,0,0,0.346,0.904938,0.00315911,0.173036,-0.0523382,9.66737e-19,0.180778,1
347,0.347,0.75,0.880276,2.18259e-18,1.15645,0.814877,-4.46621e-16,0.347,0,0,0.347,0.901757,0.00314749,0.179263,-0.0546232,8.88383e-19,0.1874,1
348,0.348,0.75,0.876246,1.49103e-18,1.15339,0.809367,-6.26405e-16,0.348,0,0,0.348,0.899093,0.00313548,0.185035,-0.0565404,8.54732e-19,0.193481,1
349,0.349,0.75,0.872608,8.75625e-19,1.15063,0.804274,-3.72184e-16,0.349,0,0,0.349,0.896458,0.0031249,0.190263,-0.0579997,7.34627e-19,0.198907,1
350,0.35,0.75,0.868835,4.55997e-19,1.14777,0.798763,-2.06844e-16,0.35,0,0,0.35,0.893323,0.00311438,0.195966,-0.0598267,5.11682e-19,0.204895,1
351,0.351,0.75,0.865049,1.99967e-19,1.14491,0.793274,1.09106e-16,0.351,0,0,0.351,0.890206,0.00310382,0.201894,-0.0617749,2.15208e-19,0.211134,1
352,0.352,0.75,0.861222,2.09036e-19,1.14202,0.787812,3.18801e-16,0.352,0,0,0.352,0.887088,0.00309328,0.207849,-0.0637393,-5.0639e-20,0.217403,1
353,0.353,0.75,0.857342,4.02762e-19,1.13909,0.782333,3.97403e-17,0.353,0,0,0.353,0.883946,0.00308268,0.213794,-0.0657051,2.74471e-33,0.223663,1
354,0.354,0.75,0.853421,6.56748e-19,1.13615,0.776836,-2.3277e-16,0.354,0,0,0.354,0.88078,0.00307202,0.219736,-0.0676781,4.14809e-20,0.229922,1
355,0.355,0.75,0.849472,8.5874e-19,1.13318,0.771333,-2.42011e-17,0.355,0,0,0.355,0.8776,0.00306132,0.225689,-0.0696666,3.74459e-19,0.236197,1
356,0.356,0.75,0.845504,8.89983e-19,1.13021,0.765835,3.08414e-16,0.356,0,0,0.356,0.874409,0.00305058,0.231673,-0.0716776,5.07194e-19,0.242508,1
357,0.357,0.75,0.841523,8.20674e-19,1.12724,0.760348,2.98849e-16,0.357,0,0,0.357,0.871212,0.00303984,0.237699,-0.0737145,6.36062e-19,0.248866,1
358,0.358,0.75,0.837537,6.2319e-19,1.12426,0.754876,2.04222e-16,0.358,0,0,0.358,0.868007,0.00302911,0.243767,-0.0757771,8.40607e-19,0.255273,1
359,0.359,0.75,0.833549,2.81021e-19,1.1213,0.749426,2.64168e-16,0.359,0,0,0.359,0.864795,0.00301841,0.249867,-0.0778601,8.75035e-19,0.261717,1
360,0.36,0.75,0.829572,-1.89679e-19,1.11834,0.744001,1.83361e-16,0.36,0,0,0.36,0.861577,0.00300775,0.255981,-0.0799525,8.83891e-19,0.268177,1
361,0.361,0.75,0.825611,-5.9935e-19,1.11541,0.738604,5.86069e-17,0.361,0,0,0.361,0.858351,0.00299715,0.262094,-0.0820414,3.49077e-19,0.274635,1
362,0.362,0.75,0.821643,-6.3529e-19,1.11247,0.733204,-7.28903e-17,0.362,0,0,0.362,0.855101,0.00298655,0.268229,-0.0841373,-3.85402e-20,0.281115,1
363,0.363,0.75,0.81757,-3.86059e-19,1.10947,0.727782,-2.37991e-16,0.363,0,0,0.363,0.851816,0.0029759,0.274538,-0.0863345,-2.44666e-33,0.287793,1
364,0.364,0.75,0.813081,-4.2316e-20,1.10616,0.721814,-2.2927e-16,0.364,0,0,0.364,0.848352,0.00296354,0.281094,-0.0886695,1.72324e-19,0.294748,1
365,0.365,0.75,0.809102,5.755e-20,1.10324,0.716327,-1.1348e-16,0.365,0,0,0.365,0.84541,0.00295125,0.287183,-0.0908232,6.29172e-19,0.301202,1
366,0.366,0.75,0.805537,-2.9067e-19,1.10063,0.711557,3.64519e-17,0.366,0,0,0.366,0.842813,0.00294063,0.292948,-0.0928089,9.73208e-19,0.307298,1
367,0.367,0.75,0.801527,-7.82207e-19,1.0977,0.706352,1.71028e-16,0.367,0,0,0.367,0.839783,0.00292965,0.299045,-0.0949256,8.20919e-19,0.31375,1
368,0.368,0.75,0.797505,-1.20504e-18,1.09477,0.701017,1.93257e-16,0.368,0,0,0.368,0.836652,0.00291841,0.305233,-0.0971354,7.10459e-19,0.320316,1
369,0.369,0.75,0.793486,-1.61518e-18,1.09184,0.695708,1.27587e-16,0.369,0,0,0.369,0.833508,0.00290723,0.311436,-0.0993749,5.8125e-19,0.326907,1
370,0.37,0.75,0.789458,-2.00469e-18,1.08892,0.690441,4.55503e-17,0.37,0,0,0.37,0.830366,0.00289614,0.317663,-0.101619,3.97597e-19,0.333521,1
371,0.371,0.75,0.785409,-2.28243e-18,1.08599,0.685214,5.53907e-17,0.371,0,0,0.371,0.827237,0.00288509,0.32391,-0.103856,1.1595e-19,0.340152,1
372,0.372,0.75,0.78021,-2.30443e-18,1.08223,0.678799,7.02771e-16,0.372,0,0,0.372,0.823362,0.00287151,0.33177,-0.106583,-6.33138e-20,0.34847,1
373,0.373,0.75,0.775192,-2.29598e-18,1.07862,0.672899,7.17583e-16,0.373,0,0,0.373,0.819734,0.00285917,0.339051,-0.109532,4.29854e-20,0.356304,1
374,0.374,0.75,0.7721,-2.41311e-18,1.0764,0.669137,8.67173e-17,0.374,0,0,0.374,0.81735,0.00285148,0.343605,-0.111695,-4.6045e-34,0.361303,1
375,0.375,0.75,0.768878,-2.38743e-18,1.07409,0.664852,1.63026e-16,0.375,0,0,0.375,0.814647,0.00284261,0.348755,-0.113604,-3.00102e-19,0.366791,1
376,0.376,0.75,0.764873,-2.07306e-18,1.07123,0.659643,1.58826e-16,0.376,0,0,0.376,0.811386,0.00283168,0.355061,-0.115814,-5.65902e-19,0.373472,1
377,0.377,0.75,0.760816,-1.68498e-18,1.06834,0.654472,-1.99442e-16,0.377,0,0,0.377,0.808138,0.00282077,0.361382,-0.118093,-1.72065e-19,0.380188,1
378,0.378,0.75,0.756742,-1.64377e-18,1.06544,0.649354,-2.79521e-16,0.378,0,0,0.378,0.804911,0.00280993,0.367702,-0.120416,7.32351e-20,0.386918,1
379,0.379,0.75,0.752666,-1.7205e-18,1.06255,0.644284,-4.96201e-17,0.379,0,0,0.379,0.801702,0.00279915,0.374023,-0.122772,-4.99874e-19,0.393658,1
380,0.38,0.75,0.748597,-1.53797e-18,1.05967,0.639261,-1.57575e-16,0.38,0,0,0.38,0.79851,0.00278843,0.380337,-0.125151,-7.44437e-19,0.400399,1
381,0.381,0.75,0.744538,-1.23132e-18,1.0568,0.634282,-2.86713e-16,0.381,0,0,0.381,0.79533,0.00277778,0.386638,-0.127545,-7.4756e-19,0.407132,1
382,0.382,0.75,0.740488,-8.71549e-19,1.05396,0.629342,-2.92937e-16,0.382,0,0,0.382,0.792156,0.00276718,0.392923,-0.12995,-5.94094e-19,0.413854,1
383,0.383,0.75,0.736441,-6.40917e-19,1.05112,0.624427,-3.36028e-16,0.383,0,0,0.383,0.788974,0.00275664,0.399201,-0.132365,-1.34007e-19,0.420574,1
384,0.384,0.75,0.732386,-5.36035e-19,1.04828,0.619516,-1.11041e-17,0.384,0,0,0.384,0.785763,0.00274614,0.405497,-0.134791,-3.31774e-19,0.427313,1
385,0.385,0.75,0.728324,-2.33996e-19,1.04545,0.614595,2.96459e-16,0.385,0,0,0.385,0.782493,0.00273571,0.411828,-0.137212,-3.09363e-19,0.434084,1
386,0.386,0.75,0.724362,6.46255e-20,1.04269,0.609708,2.6869e-16,0.386,0,0,0.386,0.779182,0.00272549,0.41817,-0.13958,-1.75855e-34,0.44085,1
387,0.387,0.75,0.719997,3.0119e-19,1.03966,0.604471,1.45287e-16,0.387,0,0,0.387,0.775767,0.00271398,0.425141,-0.142545,4.55977e-20,0.448402,1
388,0.388,0.75,0.715628,2.99477e-19,1.03664,0.599632,-4.78283e-17,0.388,0,0,0.388,0.772889,0.00270228,0.43163,-0.145159,4.06903e-19,0.455385,1
389,0.389,0.75,0.711783,-1.29843e-19,1.03399,0.595211,-8.11284e-17,0.389,0,0,0.389,0.770264,0.0026915,0.437258,-0.147149,4.56185e-19,0.461354,1
390,0.39,0.75,0.707843,-7.15269e-19,1.03128,0.590416,-1.81918e-16,0.39,0,0,0.39,0.767193,0.0026805,0.443318,-0.14959,1.63775e-19,0.467876,1
391,0.391,0.75,0.703798,-1.28413e-18,1.02851,0.585676,-1.89118e-16,0.391,0,0,0.391,0.764094,0.00266976,0.449597,-0.152129,-5.68599e-19,0.474637,1
392,0.392,0.75,0.698591,-1.46096e-18,1.02495,0.579995,-3.7092e-16,0.392,0,0,0.392,0.760386,0.00265675,0.457536,-0.155246,-1.19607e-18,0.483157,1
393,0.393,0.75,0.693454,-1.81624e-18,1.02146,0.574904,-5.64209e-16,0.393,0,0,0.393,0.757156,0.00264468,0.464819,-0.158684,-1.42125e-18,0.491159,1
394,0.394,0.75,0.690299,-2.41051e-18,1.01932,0.571693,2.3067e-17,0.394,0,0,0.394,0.755196,0.00263674,0.469329,-0.161281,-1.84526e-18,0.496267,1
395,0.395,0.75,0.68717,-2.53761e-18,1.0172,0.567912,4.13448e-16,0.395,0,0,0.395,0.752756,0.00262778,0.474468,-0.163463,-2.43309e-18,0.501836,1
396,0.396,0.75,0.683275,-2.15872e-18,1.01458,0.563269,3.24567e-16,0.396,0,0,0.396,0.749668,0.00261703,0.480755,-0.165873,-2.90407e-18,0.508566,1
397,0.397,0.75,0.679307,-1.56278e-18,1.01191,0.558654,2.11577e-16,0.397,0,0,0.397,0.746575,0.00260634,0.487041,-0.168362,-2.30352e-18,0.51532,1
398,0.398,0.75,0.675318,-1.451e-18,1.00923,0.554095,1.37165e-16,0.398,0,0,0.398,0.743499,0.00259577,0.493297,-0.1709,-1.82509e-18,0.522062,1
399,0.399,0.75,0.671329,-1.61102e-18,1.00657,0.549597,1.70119e-16,0.399,0,0,0.399,0.740448,0.00258531,0.499531,-0.173473,-2.39776e-18,0.528795,1
400,0.4,0.75,0.667354,-1.46015e-18,1.00392,0.545169,7.36288e-17,0.4,0,0,0.4,0.737436,0.00257495,0.505743,-0.176065,-2.60227e-18,0.535514,1
401,0.401,0.75,0.663364,-1.13952e-18,1.00128,0.54083,6.08007e-17,0.401,0,0,0.401,0.734465,0.00256479,0.511966,-0.178634,-2.58469e-18,0.542235,1
402,0.402,0.75,0.659109,-7.06913e-19,0.998461,0.536166,9.86339e-17,0.402,0,0,0.402,0.731237,0.00255389,0.518734,-0.181016,-2.39848e-18,0.549411,1
403,0.403,0.75,0.6554,-3.9371e-19,0.996017,0.531741,-8.93611e-17,0.403,0,0,0.403,0.728182,0.00254345,0.524913,-0.1835,-1.84312e-18,0.556063,1
404,0.404,0.75,0.651951,-2.99549e-19,0.993751,0.527797,-8.34399e-17,0.404,0,0,0.404,0.725398,0.00253427,0.530485,-0.186269,-1.95381e-18,0.562237,1
405,0.405,0.75,0.647995,-6.43266e-21,0.99116,0.523718,1.6654e-16,0.405,0,0,0.405,0.722492,0.0025248,0.536544,-0.18904,-1.84131e-18,0.568873,1
406,0.406,0.75,0.644073,3.04955e-19,0.9886,0.519663,2.7066e-16,0.406,0,0,0.406,0.719647,0.00251515,0.54256,-0.191771,-1.48468e-18,0.575454,1
407,0.407,0.75,0.640179,5.06834e-19,0.986068,0.515646,1.01982e-16,0.407,0,0,0.407,0.716818,0.00250556,0.548528,-0.194477,-1.30056e-18,0.581983,1
408,0.408,0.75,0.636325,6.62054e-19,0.98357,0.511672,-4.01516e-17,0.408,0,0,0.408,0.714007,0.00249604,0.554447,-0.197167,-9.17467e-19,0.588461,1
409,0.409,0.75,0.632517,7.11175e-19,0.981111,0.507746,1.86908e-16,0.409,0,0,0.409,0.711222,0.00248659,0.560313,-0.199839,-8.33744e-19,0.594883,1
410,0.41,0.75,0.628754,7.64873e-19,0.978689,0.503872,4.09918e-16,0.41,0,0,0.41,0.708468,0.00247721,0.566116,-0.202487,-6.95612e-19,0.601239,1
411,0.411,0.75,0.625038,7.1418e-19,0.976305,0.500056,2.37763e-16,0.411,0,0,0.411,0.705749,0.00246792,0.571848,-0.205106,-3.4873e-19,0.607519,1
412,0.412,0.75,0.621372,4.59964e-19,0.973962,0.496305,1.60291e-16,0.412,0,0,0.412,0.703069,0.00245874,0.577501,-0.207695,-2.4821e-19,0.613714,1
413,0.413,0.75,0.617764,9.60389e-20,0.971665,0.492628,3.00762e-16,0.413,0,0,0.413,0.700433,0.00244971,0.583069,-0.210252,-3.52901e-19,0.619819,1
414,0.414,0.75,0.614224,-3.36465e-19,0.969418,0.489036,9.03623e-17,0.414,0,0,0.414,0.697848,0.00244086,0.588545,-0.212775,-6.07434e-19,0.625826,1
415,0.415,0.75,0.61076,-6.76466e-19,0.967227,0.485537,-2.25156e-16,0.415,0,0,0.415,0.695319,0.00243221,0.593921,-0.21526,-1.13631e-18,0.631727,1
416,0.416,0.75,0.607379,-6.23247e-19,0.965095,0.48214,-1.31754e-16,0.416,0,0,0.416,0.69285,0.0024238,0.599183,-0.2177,-1.38375e-18,0.637505,1
417,0.417,0.75,0.604083,-2.83392e-19,0.963025,0.478859,1.74218e-17,0.417,0,0,0.417,0.690442,0.0024157,0.60432,-0.220077,-1.03738e-18,0.643146,1
418,0.418,0.75,0.600192,-1.4233e-20,0.960589,0.475222,8.57618e-17,0.418,0,0,0.418,0.687759,0.0024067,0.610243,-0.222661,-4.62808e-19,0.649596,1
419,0.419,0.75,0.5969,1.73151e-19,0.958535,0.472342,6.12197e-17,0.419,0,0,0.419,0.68569,0.00239934,0.614933,-0.225235,-2.89518e-19,0.654884,1
420,0.42,0.75,0.594497,3.49621e-19,0.957041,0.470093,-6.19492e-17,0.42,0,0,0.42,0.684092,0.00239349,0.618433,-0.227397,-2.39147e-19,0.658915,1
421,0.421,0.75,0.591772,3.78976e-19,0.95535,0.467325,-9.21361e-17,0.421,0,0,0.421,0.682062,0.00238648,0.62279,-0.229375,-2.77096e-21,0.663687,1
422,0.422,0.75,0.589143,2.37625e-19,0.953724,0.464668,-1.79403e-16,0.422,0,0,0.422,0.680107,0.00237974,0.626987,-0.231279,-1.9731e-33,0.668283,1
423,0.423,0.75,0.586667,1.65384e-22,0.952196,0.462182,-3.15029e-16,0.423,0,0,0.423,0.678272,0.00237341,0.630928,-0.233075,-7.81527e-20,0.672603,1
424,0.424,0.75,0.58436,-3.17206e-19,0.950777,0.45988,-4.47921e-16,0.424,0,0,0.424,0.676568,0.00236754,0.634591,-0.234749,-3.39566e-19,0.676619,1
425,0.425,0.75,0.582238,-5.47696e-19,0.949474,0.457774,-5.28299e-16,0.425,0,0,0.425,0.675004,0.00236215,0.637956,-0.23629,-7.35599e-19,0.680309,1
426,0.426,0.75,0.580315,-5.16863e-19,0.948296,0.455873,-5.89252e-16,0.426,0,0,0.426,0.673589,0.00235729,0.641003,-0.237687,-8.82326e-19,0.683652,1
427,0.427,0.75,0.578603,-3.4421e-19,0.947249,0.454187,-4.28409e-16,0.427,0,0,0.427,0.672329,0.00235297,0.643718,-0.238929,-6.13608e-19,0.68663,1
428,0.428,0.75,0.577111,-2.81466e-19,0.946339,0.452721,-1.22603e-16,0.428,0,0,0.428,0.67123,0.00234921,0.646089,-0.24001,-4.95369e-19,0.689229,1
429,0.429,0.75,0.575845,-2.21126e-19,0.945567,0.451478,2.86234e-16,0.429,0,0,0.429,0.670295,0.00234603,0.648108,-0.240926,-5.94657e-19,0.69144,1
430,0.43,0.75,0.574805,-4.06489e-20,0.944934,0.450458,6.26991e-16,0.43,0,0,0.43,0.669525,0.00234343,0.649772,-0.241676,-3.70148e-19,0.693261,1
431,0.431,0.75,0.573986,1.02315e-20,0.944436,0.449657,4.04232e-16,0.431,0,0,0.431,0.668915,0.00234139,0.651088,-0.242263,-1.44567e-19,0.6947,1
432,0.432,0.75,0.573378,-1.44699e-19,0.944067,0.449067,1.47026e-16,0.432,0,0,0.432,0.668462,0.00233991,0.652069,-0.242697,-1.84798e-19,0.69577,1
433,0.433,0.75,0.572965,-4.10808e-19,0.943816,0.448673,3.05189e-16,0.433,0,0,0.433,0.668153,0.00233893,0.652735,-0.242992,-3.43365e-19,0.696497,1
434,0.434,0.75,0.572725,-7.25144e-19,0.94367,0.448459,4.44929e-16,0.434,0,0,0.434,0.667978,0.00233843,0.653114,-0.243164,-7.13301e-19,0.696912,1
435,0.435,0.75,0.572635,-8.81831e-19,0.943616,0.448404,2.97615e-16,0.435,0,0,0.435,0.667922,0.00233834,0.653238,-0.243231,-1.11077e-18,0.697052,1
436,0.436,0.75,0.572672,-7.55118e-19,0.943638,0.448487,2.83393e-17,0.436,0,0,0.436,0.667969,0.00233861,0.653142,-0.243211,-1.20264e-18,0.696955,1
437,0.437,0.75,0.572813,-5.0089e-19,0.943724,0.448686,-2.33527e-16,0.437,0,0,0.437,0.668106,0.00233917,0.652859,-0.243123,-9.12658e-19,0.696659,1
438,0.438,0.75,0.573094,-4.20976e-19,0.943894,0.449056,-4.30319e-16,0.438,0,0,0.438,0.668371,0.00234017,0.652302,-0.242986,-5.83288e-19,0.696089,1
439,0.439,0.75,0.573355,-3.04375e-19,0.944053,0.44945,-2.57029e-16,0.439,0,0,0.439,0.668634,0.0023413,0.651734,-0.242835,-5.92848e-19,0.695504,1
440,0.44,0.75,0.573585,-4.63413e-20,0.944193,0.449796,1.47177e-16,0.44,0,0,0.44,0.668858,0.00234232,0.651241,-0.242662,-4.63935e-19,0.694982,1
441,0.441,0.75,0.573907,1.51097e-20,0.944388,0.450198,3.45891e-16,0.441,0,0,0.441,0.669141,0.00234342,0.650628,-0.242452,-2.67337e-19,0.694334,1
442,0.442,0.75,0.574242,-8.86616e-20,0.944592,0.450609,1.8421e-16,0.442,0,0,0.442,0.669438,0.00234452,0.649994,-0.242236,-2.89968e-19,0.693665,1
