Point ID,arc_length,B_0,B_1,B_2,B_Magnitude,p,pB,Points_0,Points_1,Points_2,Points_Magnitude,rho,T,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
145,0.145,0.75,1,-2.42093e-20,1.25,1,6.92927e-17,0.145,0,0,0.145,0.999645,0.00348432,-2.96943e-11,1.25726e-10,-1.08167e-18,1.29185e-10,1
146,0.146,0.75,1,-3.75712e-20,1.25,1,4.0763e-16,0.146,0,0,0.146,0.999645,0.00348432,-2.66948e-11,1.56563e-10,-1.15286e-18,1.58823e-10,1
147,0.147,0.75,1,2.30187e-19,1.25,1,5.37693e-16,0.147,0,0,0.147,0.999645,0.00348432,-4.28978e-11,1.67384e-10,-1.60243e-18,1.72794e-10,1
148,0.148,0.75,1,8.2329e-19,1.25,1,4.16526e-16,0.148,0,0,0.148,0.999645,0.00348432,-5.32499e-11,1.75021e-10,-1.94635e-18,1.82942e-10,1
149,0.149,0.75,1,1.49166e-18,1.25,1,3.72749e-16,0.149,0,0,0.149,0.999645,0.00348432,-4.679e-11,1.75921e-10,-1.64302e-18,1.82037e-10,1
150,0.15,0.75,1,1.88192e-18,1.25,1,5.09417e-16,0.15,0,0,0.15,0.999645,0.00348432,-5.03754e-11,1.65245e-10,-1.11832e-18,1.72753e-10,1
151,0.151,0.75,1,1.86394e-18,1.25,1,4.71429e-16,0.151,0,0,0.151,0.999645,0.00348432,-6.33518e-11,1.48965e-10,-9.37643e-19,1.61877e-10,1
152,0.152,0.75,1,1.8648e-18,1.25,1,3.38159e-16,0.152,0,0,0.152,0.999645,0.00348432,-7.53602e-11,1.37599e-10,-1.20563e-18,1.56884e-10,1
153,0.153,0.75,1,2.10594e-18,1.25,1,3.8033e-16,0.153,0,0,0.153,0.999645,0.00348432,-9.43984e-11,1.27998e-10,-1.46873e-18,1.59042e-10,1
154,0.154,0.75,1,2.29967e-18,1.25,1,3.16221e-16,0.154,0,0,0.154,0.999645,0.00348432,-1.13902e-10,1.1358e-10,-1.09296e-18,1.60854e-10,1
155,0.155,0.75,1,2.15307e-18,1.25,1,1.91753e-16,0.155,0,0,0.155,0.999645,0.00348432,-1.13876e-10,9.9901e-11,-6.12174e-19,1.51486e-10,1
156,0.156,0.75,1,1.82887e-18,1.25,1,2.9266e-16,0.156,0,0,0.156,0.999645,0.00348432,-1.0202e-10,9.10799e-11,-6.12646e-19,1.36761e-10,1
157,0.157,0.75,1,1.73035e-18,1.25,1,2.88633e-16,0.157,0,0,0.157,0.999645,0.00348432,-8.9184e-11,8.44812e-11,-1.05888e-18,1.22845e-10,1
158,0.158,0.75,1,2.05548e-18,1.25,1,1.23182e-16,0.158,0,0,0.158,0.999645,0.00348432,-8.04093e-11,7.62387e-11,-1.44776e-18,1.10806e-10,1
159,0.159,0.75,1,2.53468e-18,1.25,1,-3.17636e-17,0.159,0,0,0.159,0.999645,0.00348432,-9.40544e-11,6.11487e-11,-1.18325e-18,1.12185e-10,1
160,0.16,0.75,1,2.63462e-18,1.25,1,-1.93528e-16,0.16,0,0,0.16,0.999645,0.00348432,-1.33336e-10,4.31681e-11,-7.92479e-19,1.4015e-10,1
161,0.161,0.75,1,2.43835e-18,1.25,1,-3.42842e-16,0.161,0,0,0.161,0.999645,0.00348432,-1.79349e-10,4.63097e-11,-7.92109e-19,1.85231e-10,1
162,0.162,0.75,1,2.59634e-18,1.25,1,-3.94397e-16,0.162,0,0,0.162,0.999645,0.00348432,-2.0966e-10,7.47356e-11,-1.16703e-18,2.22582e-10,1
163,0.163,0.75,1,3.07781e-18,1.25,1,-3.15136e-16,0.163,0,0,0.163,0.999645,0.00348432,-2.24608e-10,1.03931e-10,-1.38489e-18,2.47488e-10,1
164,0.164,0.75,1,3.36815e-18,1.25,1,-2.15579e-16,0.164,0,0,0.164,0.999645,0.00348432,-2.09142e-10,1.2749e-10,-9.018e-19,2.44936e-10,1
165,0.165,0.75,1,3.25826e-18,1.25,1,-1.40957e-16,0.165,0,0,0.165,0.999645,0.00348432,-1.67135e-10,1.52329e-10,-3.56772e-19,2.26137e-10,1
166,0.166,0.75,1,2.91697e-18,1.25,1,-2.81503e-16,0.166,0,0,0.166,0.999645,0.00348432,-1.45612e-10,1.77354e-10,-2.83806e-19,2.29472e-10,1
167,0.167,0.75,1,2.73767e-18,1.25,1,-5.72714e-16,0.167,0,0,0.167,0.999645,0.00348432,-1.50537e-10,1.9599e-10,-7.0843e-19,2.4713e-10,1
168,0.168,0.75,1,2.90269e-18,1.25,1,-7.23961e-16,0.168,0,0,0.168,0.999645,0.00348432,-1.59645e-10,2.0246e-10,-1.07107e-18,2.5783e-10,1
169,0.169,0.75,1,3.11834e-18,1.25,1,-6.09569e-16,0.169,0,0,0.169,0.999645,0.00348432,-1.52297e-10,2.00004e-10,-7.53725e-19,2.51388e-10,1
170,0.17,0.75,1,3.06884e-18,1.25,1,-3.26553e-16,0.17,0,0,0.17,0.999645,0.00348432,-1.2559e-10,1.94531e-10,-3.19112e-19,2.31549e-10,1
171,0.171,0.75,1,2.69085e-18,1.25,1,-1.19064e-16,0.171,0,0,0.171,0.999645,0.00348432,-1.45659e-10,1.86856e-10,-1.05917e-19,2.36922e-10,1
172,0.172,0.75,1,2.20875e-18,1.25,1,-1.62073e-18,0.172,0,0,0.172,0.999645,0.00348432,-2.02134e-10,1.7854e-10,4.04672e-33,2.69694e-10,1
173,0.173,0.75,1,1.78497e-18,1.25,1,1.61541e-16,0.173,0,0,0.173,0.999645,0.00348432,-2.5088e-10,1.71545e-10,4.69316e-21,3.03922e-10,1
174,0.174,0.75,1,1.48057e-18,1.25,1,2.8517e-16,0.174,0,0,0.174,0.999645,0.00348432,-2.82963e-10,1.69269e-10,-2.80343e-19,3.29727e-10,1
175,0.175,0.75,1,1.38538e-18,1.25,1,3.71276e-16,0.175,0,0,0.175,0.999645,0.00348432,-2.56136e-10,1.76605e-10,-4.37118e-19,3.11119e-10,1
176,0.176,0.75,1,1.43818e-18,1.25,1,1.98971e-16,0.176,0,0,0.176,0.999645,0.00348432,-2.21704e-10,1.89667e-10,-5.66805e-19,2.91764e-10,1
177,0.177,0.75,1,1.66579e-18,1.25,1,-1.84901e-16,0.177,0,0,0.177,0.999645,0.00348432,-2.06249e-10,2.00706e-10,-7.88637e-19,2.87787e-10,1
178,0.178,0.75,1,1.85076e-18,1.25,1,-3.26668e-16,0.178,0,0,0.178,0.999645,0.00348432,-1.89794e-10,2.05732e-10,-3.97031e-19,2.79906e-10,1
179,0.179,0.75,1,1.75467e-18,1.25,1,-1.73584e-16,0.179,0,0,0.179,0.999645,0.00348432,-1.7045e-10,2.02401e-10,-2.31165e-20,2.64612e-10,1
180,0.18,0.75,1,1.4591e-18,1.25,1,-2.01834e-18,0.18,0,0,0.18,0.999645,0.00348432,-1.52377e-10,1.93979e-10,0,2.46671e-10,1
181,0.181,0.75,1,1.08325e-18,1.25,1,1.06485e-16,0.181,0,0,0.181,0.999645,0.00348432,-1.51761e-10,1.84885e-10,0,2.39194e-10,1
182,0.182,0.75,1,8.09492e-19,1.25,1,2.47196e-16,0.182,0,0,0.182,0.999645,0.00348432,-1.58229e-10,1.71641e-10,1.29982e-33,2.33446e-10,1
183,0.183,0.75,1,6.12817e-19,1.25,1,1.98151e-16,0.183,0,0,0.183,0.999645,0.00348432,-1.5721e-10,1.46415e-10,1.03193e-19,2.14831e-10,1
184,0.184,0.75,1,4.41602e-19,1.25,1,4.37059e-17,0.184,0,0,0.184,0.999645,0.00348432,-1.48166e-10,1.10439e-10,-5.71287e-20,1.84797e-10,1
185,0.185,0.75,1,3.89123e-19,1.25,1,1.24206e-17,0.185,0,0,0.185,0.999645,0.00348432,-1.46449e-10,7.34313e-11,-1.75555e-19,1.63828e-10,1
186,0.186,0.75,1,4.54468e-19,1.25,1,-7.82121e-18,0.186,0,0,0.186,0.999645,0.00348432,-1.54841e-10,4.0099e-11,-3.00751e-19,1.59949e-10,1
187,0.187,0.75,1,6.91746e-19,1.25,1,2.12667e-16,0.187,0,0,0.187,0.999645,0.00348432,-1.78396e-10,1.00315e-11,-5.29743e-19,1.78678e-10,1
188,0.188,0.75,1,9.05632e-19,1.25,1,3.94023e-16,0.188,0,0,0.188,0.999645,0.00348432,-2.11965e-10,-1.72571e-11,-1.60245e-19,2.12666e-10,1
189,0.189,0.75,1,8.15533e-19,1.25,1,2.61087e-16,0.189,0,0,0.189,0.999645,0.00348432,-2.05562e-10,-4.32801e-11,8.39806e-20,2.10069e-10,1
190,0.19,0.75,1,6.26643e-19,1.25,1,6.55352e-17,0.19,0,0,0.19,0.999645,0.00348432,-1.48231e-10,-6.13406e-11,0,1.60422e-10,1
191,0.191,0.75,1,5.00233e-19,1.25,1,-1.81542e-16,0.191,0,0,0.191,0.999645,0.00348432,-1.06288e-10,-7.32086e-11,0,1.29061e-10,1
192,0.192,0.75,1,3.96697e-19,1.25,1,-2.65004e-16,0.192,0,0,0.192,0.999645,0.00348432,-1.18446e-10,-8.78061e-11,8.59658e-34,1.47443e-10,1
193,0.193,0.75,1,2.40574e-19,1.25,1,-2.22279e-16,0.193,0,0,0.193,0.999645,0.00348432,-1.48112e-10,-1.05064e-10,2.24372e-19,1.81592e-10,1
194,0.194,0.75,1,-8.88719e-20,1.25,1,-5.56438e-16,0.194,0,0,0.194,0.999645,0.00348432,-1.37121e-10,-1.23383e-10,2.24372e-19,1.8446e-10,1
195,0.195,0.75,1,-3.29387e-19,1.25,1,-7.73231e-16,0.195,0,0,0.195,0.999645,0.00348432,-7.3112e-11,-1.31908e-10,0,1.50815e-10,1
196,0.196,0.75,1,-2.73146e-19,1.25,1,-5.13991e-16,0.196,0,0,0.196,0.999645,0.00348432,-2.57697e-11,-1.31529e-10,-2.65913e-19,1.3403e-10,1
197,0.197,0.75,1,2.6972e-21,1.25,1,-2.19462e-16,0.197,0,0,0.197,0.999645,0.00348432,-2.169e-11,-1.2826e-10,-5.01198e-19,1.30081e-10,1
198,0.198,0.75,1,2.38301e-19,1.25,1,-1.43553e-16,0.198,0,0,0.198,0.999645,0.00348432,1.16432e-11,-1.20334e-10,-1.53251e-19,1.20896e-10,1
199,0.199,0.75,1,2.4071e-19,1.25,1,-2.61363e-16,0.199,0,0,0.199,0.999645,0.00348432,7.54097e-11,-1.14546e-10,8.20338e-20,1.3714e-10,1
200,0.2,0.75,1,1.62866e-19,1.25,1,-2.65793e-16,0.2,0,0,0.2,0.999645,0.00348432,1.01929e-10,-1.18301e-10,0,1.56156e-10,1
201,0.201,0.75,1,1.15554e-19,1.25,1,-1.43117e-16,0.201,0,0,0.201,0.999645,0.00348432,9.48304e-11,-1.21948e-10,0,1.5448e-10,1
202,0.202,0.75,1,8.70866e-20,1.25,1,-3.06885e-18,0.202,0,0,0.202,0.999645,0.00348432,9.35101e-11,-1.13999e-10,-3.72581e-35,1.47445e-10,1
203,0.203,0.75,1,1.34293e-19,1.25,1,-3.38073e-17,0.203,0,0,0.203,0.999645,0.00348432,1.04158e-10,-9.7319e-11,-1.73008e-19,1.42548e-10,1
204,0.204,0.75,1,2.5521e-19,1.25,1,-2.91836e-16,0.204,0,0,0.204,0.999645,0.00348432,1.28787e-10,-7.89882e-11,-1.73008e-19,1.5108e-10,1
205,0.205,0.75,1,3.02085e-19,1.25,1,-4.15874e-16,0.205,0,0,0.205,0.999645,0.00348432,1.45935e-10,-6.08997e-11,0,1.58133e-10,1
206,0.206,0.75,1,2.74937e-19,1.25,1,-2.14536e-16,0.206,0,0,0.206,0.999645,0.00348432,1.61482e-10,-3.86046e-11,9.09069e-34,1.66032e-10,1
207,0.207,0.75,1,2.48846e-19,1.25,1,-1.71402e-17,0.207,0,0,0.207,0.999645,0.00348432,1.73402e-10,-1.76301e-11,1.68264e-33,1.74296e-10,1
208,0.208,0.75,1,2.26638e-19,1.25,1,-4.06668e-17,0.208,0,0,0.208,0.999645,0.00348432,1.34094e-10,-1.3252e-11,-5.84376e-34,1.34747e-10,1
209,0.209,0.75,1,2.09614e-19,1.25,1,-6.95556e-17,0.209,0,0,0.209,0.999645,0.00348432,9.71065e-11,-2.37242e-11,-1.35795e-33,9.99625e-11,1
210,0.21,0.75,1,1.90481e-19,1.25,1,2.69724e-16,0.21,0,0,0.21,0.999645,0.00348432,1.32421e-10,-3.82411e-11,0,1.37832e-10,1
211,0.211,0.75,1,1.42219e-19,1.25,1,7.9983e-16,0.211,0,0,0.211,0.999645,0.00348432,1.50311e-10,-4.40932e-11,0,1.56645e-10,1
212,0.212,0.75,1,9.42326e-20,1.25,1,7.73135e-16,0.212,0,0,0.212,0.999645,0.00348432,1.03065e-10,-3.93836e-11,5.3618e-34,1.10333e-10,1
213,0.213,0.75,1,7.7496e-20,1.25,1,5.82727e-16,0.213,0,0,0.213,0.999645,0.00348432,4.71307e-11,-3.90919e-11,8.75349e-35,6.1233e-11,1
214,0.214,0.75,1,6.60426e-20,1.25,1,6.04339e-16,0.214,0,0,0.214,0.999645,0.00348432,-2.87623e-12,-4.48594e-11,-4.48645e-34,4.49515e-11,1
215,0.215,0.75,1,5.26783e-20,1.25,1,4.51884e-16,0.215,0,0,0.215,0.999645,0.00348432,-7.38066e-12,-5.17898e-11,0,5.23131e-11,1
216,0.216,0.75,1,3.58049e-20,1.25,1,3.28257e-16,0.216,0,0,0.216,0.999645,0.00348432,2.18695e-11,-6.13564e-11,1.08938e-34,6.51375e-11,1
217,0.217,0.75,1,1.42279e-20,1.25,1,1.7812e-16,0.217,0,0,0.217,0.999645,0.00348432,2.63754e-11,-8.19979e-11,1.77391e-34,8.61355e-11,1
218,0.218,0.75,1,-1.55422e-20,1.25,1,-1.33795e-16,0.218,0,0,0.218,0.999645,0.00348432,1.7985e-11,-1.20967e-10,2.56954e-35,1.22297e-10,1
219,0.219,0.75,1,-4.37803e-20,1.25,1,-1.47155e-16,0.219,0,0,0.219,0.999645,0.00348432,-3.85589e-12,-1.59193e-10,-4.27569e-35,1.59239e-10,1
220,0.22,0.75,1,-6.75338e-20,1.25,1,-2.77421e-17,0.22,0,0,0.22,0.999645,0.00348432,-3.60069e-11,-1.69485e-10,0,1.73268e-10,1
221,0.221,0.75,1,-1.10675e-19,1.25,1,-1.82447e-16,0.221,0,0,0.221,0.999645,0.00348432,-2.89062e-11,-1.43001e-10,0,1.45893e-10,1
222,0.222,0.75,1,-1.53838e-19,1.25,1,-3.76839e-16,0.222,0,0,0.222,0.999645,0.00348432,-1.37992e-11,-9.96793e-11,-4.14389e-34,1.0063e-10,1
223,0.223,0.75,1,-1.82651e-19,1.25,1,-5.9133e-16,0.223,0,0,0.223,0.999645,0.00348432,-2.52162e-11,-7.04344e-11,1.18981e-34,7.48121e-11,1
224,0.224,0.75,1,-2.15193e-19,1.25,1,-7.34487e-16,0.224,0,0,0.224,0.999645,0.00348432,-2.53399e-11,-6.17568e-11,5.3337e-34,6.67534e-11,1
225,0.225,0.75,1,-2.51551e-19,1.25,1,-5.63457e-16,0.225,0,0,0.225,0.999645,0.00348432,-3.4954e-11,-6.60786e-11,0,7.4754e-11,1
226,0.226,0.75,1,-2.91809e-19,1.25,1,-2.02308e-16,0.226,0,0,0.226,0.999645,0.00348432,-5.12621e-11,-7.52849e-11,-5.2603e-34,9.10803e-11,1
227,0.227,0.75,1,-3.66605e-19,1.25,1,-3.09704e-17,0.227,0,0,0.227,0.999645,0.00348432,-1.53974e-11,-8.5108e-11,7.21202e-20,8.64896e-11,1
228,0.228,0.75,1,-4.76316e-19,1.25,1,-2.04515e-16,0.228,0,0,0.228,0.999645,0.00348432,4.5098e-11,-9.45005e-11,7.21202e-20,1.0471e-10,1
229,0.229,0.75,1,-5.58135e-19,1.25,1,-3.34848e-16,0.229,0,0,0.229,0.999645,0.00348432,6.13989e-11,-9.9069e-11,2.68396e-33,1.16553e-10,1
230,0.23,0.75,1,-6.11846e-19,1.25,1,-1.35506e-17,0.23,0,0,0.23,0.999645,0.00348432,4.17477e-11,-9.24532e-11,0,1.01442e-10,1
231,0.231,0.75,1,-7.63458e-19,1.25,1,3.87097e-16,0.231,0,0,0.231,0.999645,0.00348432,2.3124e-11,-7.66156e-11,0,8.00292e-11,1
232,0.232,0.75,1,-9.22833e-19,1.25,1,4.02639e-16,0.232,0,0,0.232,0.999645,0.00348432,2.4375e-11,-6.59773e-11,-6.08304e-33,7.0336e-11,1
233,0.233,0.75,1,-9.93352e-19,1.25,1,2.23163e-16,0.233,0,0,0.233,0.999645,0.00348432,3.6594e-11,-6.51801e-11,7.05692e-34,7.47501e-11,1
234,0.234,0.75,1,-1.07758e-18,1.25,1,-2.09584e-17,0.234,0,0,0.234,0.999645,0.00348432,1.87353e-11,-6.67492e-11,6.78873e-33,6.93287e-11,1
235,0.235,0.75,1,-1.24263e-18,1.25,1,-1.3004e-16,0.235,0,0,0.235,0.999645,0.00348432,-1.43384e-11,-7.3149e-11,0,7.4541e-11,1
236,0.236,0.75,1,-1.41204e-18,1.25,1,-9.09242e-17,0.236,0,0,0.236,0.999645,0.00348432,-6.50987e-11,-8.70468e-11,-6.28326e-33,1.08697e-10,1
237,0.237,0.75,1,-1.4843e-18,1.25,1,-1.58582e-17,0.237,0,0,0.237,0.999645,0.00348432,-1.31451e-10,-1.05921e-10,-3.76597e-20,1.68815e-10,1
238,0.238,0.75,1,-1.38642e-18,1.25,1,1.67317e-16,0.238,0,0,0.238,0.999645,0.00348432,-1.51733e-10,-1.25451e-10,-3.79034e-19,1.96878e-10,1
239,0.239,0.75,1,-1.00513e-18,1.25,1,1.58199e-16,0.239,0,0,0.239,0.999645,0.00348432,-1.30898e-10,-1.38229e-10,-7.88517e-19,1.90372e-10,1
240,0.24,0.75,1,-4.09707e-19,1.25,1,3.92944e-17,0.24,0,0,0.24,0.999645,0.00348432,-1.36876e-10,-1.43955e-10,-5.93074e-19,1.9864e-10,1
241,0.241,0.75,1,-6.13673e-20,1.25,1,1.80227e-16,0.241,0,0,0.241,0.999645,0.00348432,-1.57652e-10,-1.58171e-10,-1.45931e-19,2.23321e-10,1
242,0.242,0.75,1,-5.31733e-20,1.25,1,4.78692e-16,0.242,0,0,0.242,0.999645,0.00348432,-1.46753e-10,-1.78094e-10,-7.29653e-20,2.30767e-10,1
243,0.243,0.75,1,6.11291e-20,1.25,1,6.11061e-16,0.243,0,0,0.243,0.999645,0.00348432,-1.3023e-10,-1.89018e-10,-4.0354e-19,2.29538e-10,1
244,0.244,0.75,1,4.16426e-19,1.25,1,5.12213e-16,0.244,0,0,0.244,0.999645,0.00348432,-1.28642e-10,-1.88944e-10,-6.74313e-19,2.2858e-10,1
245,0.245,0.75,1,7.54369e-19,1.25,1,3.81771e-16,0.245,0,0,0.245,0.999645,0.00348432,-1.27782e-10,-1.78711e-10,-3.80221e-19,2.19695e-10,1
246,0.246,0.75,1,8.35975e-19,1.25,1,4.05176e-16,0.246,0,0,0.246,0.999645,0.00348432,-1.00031e-10,-1.61458e-10,-3.64826e-20,1.89934e-10,1
247,0.247,0.75,1,8.11505e-19,1.25,1,3.40516e-16,0.247,0,0,0.247,0.999645,0.00348432,-4.6424e-11,-1.44347e-10,-7.29653e-20,1.51629e-10,1
248,0.248,0.75,1,9.41556e-19,1.25,1,1.69941e-16,0.248,0,0,0.248,0.999645,0.00348432,-5.17491e-12,-1.35218e-10,-3.97106e-19,1.35317e-10,1
249,0.249,0.75,1,1.30449e-18,1.25,1,2.4833e-17,0.249,0,0,0.249,0.999645,0.00348432,9.7337e-12,-1.32459e-10,-6.37821e-19,1.32816e-10,1
250,0.25,0.75,1,1.65598e-18,1.25,1,-2.19335e-16,0.25,0,0,0.25,0.999645,0.00348432,-1.55767e-12,-1.3229e-10,-3.50163e-19,1.323e-10,1
251,0.251,0.75,1,1.76409e-18,1.25,1,-2.73395e-16,0.251,0,0,0.251,0.999645,0.00348432,1.71274e-11,-1.3217e-10,-3.64826e-20,1.33275e-10,1
252,0.252,0.75,1,1.73282e-18,1.25,1,5.41388e-17,0.252,0,0,0.252,0.999645,0.00348432,1.10187e-10,-1.34498e-10,1.20427e-32,1.73871e-10,1
253,0.253,0.75,1,1.74153e-18,1.25,1,3.44671e-16,0.253,0,0,0.253,0.999645,0.00348432,2.33097e-10,-1.51396e-10,-1.13546e-19,2.77947e-10,1
254,0.254,0.75,1,1.72432e-18,1.25,1,3.58102e-16,0.254,0,0,0.254,0.999645,0.00348432,4.43613e-10,-1.97989e-10,8.54051e-20,4.85791e-10,1
255,0.255,0.75,1,1.49069e-18,1.25,1,2.31039e-16,0.255,0,0,0.255,0.999645,0.00348432,8.18772e-10,-2.89565e-10,4.31818e-19,8.68468e-10,1
256,0.256,0.75,1,1.19881e-18,1.25,1,6.81039e-17,0.256,0,0,0.256,0.999645,0.00348432,1.35299e-09,-4.45763e-10,2.32867e-19,1.42453e-09,1
257,0.257,0.75,1,1.07355e-18,1.25,1,-7.54966e-17,0.257,0,0,0.257,0.999645,0.00348432,2.55064e-09,-7.78692e-10,6.21462e-33,2.66686e-09,1
258,0.258,0.75,1,1.14902e-18,1.25,1,-2.17136e-16,0.258,0,0,0.258,0.999645,0.00348432,4.21752e-09,-1.25486e-09,-1.49554e-19,4.40025e-09,1
259,0.259,0.75,1,1.21418e-18,1.25,1,-3.91381e-16,0.259,0,0,0.259,0.999645,0.00348432,6.48865e-09,-1.90914e-09,4.80712e-20,6.76368e-09,1
260,0.26,0.75,1,1.00843e-18,1.25,1,-4.69235e-16,0.26,0,0,0.26,0.999645,0.00348432,1.03007e-08,-2.97647e-09,4.10271e-19,1.07221e-08,1
261,0.261,0.75,1,7.42804e-19,1.25,1,-2.62093e-16,0.261,0,0,0.261,0.999645,0.00348432,1.62698e-08,-4.63289e-09,2.12646e-19,1.69166e-08,1
262,0.262,0.75,1,6.65002e-19,1.25,1,1.37412e-16,0.262,0,0,0.262,0.999645,0.00348432,2.55503e-08,-7.16147e-09,3.44552e-33,2.6535e-08,1
263,0.263,0.75,1,7.29179e-19,1.25,1,3.54749e-16,0.263,0,0,0.263,0.999645,0.00348432,3.97264e-08,-1.10226e-08,-8.56997e-20,4.12272e-08,1
264,0.264,0.75,1,7.36672e-19,1.25,1,2.04028e-16,0.264,0,0,0.264,0.999645,0.00348432,6.13064e-08,-1.69678e-08,1.48556e-19,6.36111e-08,1
265,0.265,0.75,1,4.98204e-19,1.25,1,7.73187e-17,0.265,0,0,0.265,0.999645,0.00348432,9.41026e-08,-2.60085e-08,5.1462e-19,9.76307e-08,1
266,0.266,0.75,1,9.56041e-20,1.25,1,3.19657e-16,0.266,0,0,0.266,0.999645,0.00348432,1.49198e-07,-4.38968e-08,3.16846e-19,1.55522e-07,1
267,0.267,0.75,1,-9.03139e-20,1.25,1,4.24257e-16,0.267,0,0,0.267,0.999645,0.00348432,2.2461e-07,-6.53004e-08,3.64826e-20,2.3391e-07,1
268,0.268,0.75,1,-4.9464e-21,1.25,1,3.05482e-16,0.268,0,0,0.268,0.999645,0.00348432,3.29646e-07,-9.28448e-08,-6.8526e-20,3.42472e-07,1
269,0.269,0.75,1,2.44867e-20,1.25,0.999999,1.84048e-16,0.269,0,0,0.269,0.999645,0.00348432,4.91085e-07,-1.38965e-07,1.68252e-19,5.10369e-07,1
270,0.27,0.75,1,-1.82031e-19,1.25,0.999999,2.58403e-17,0.27,0,0,0.27,0.999645,0.00348432,7.28612e-07,-2.06815e-07,4.82695e-19,7.57396e-07,1
271,0.271,0.75,0.999999,-4.36801e-19,1.25,0.999999,6.13369e-17,0.271,0,0,0.271,0.999645,0.00348432,1.07369e-06,-3.05802e-07,2.45917e-19,1.11638e-06,1
272,0.272,0.75,0.999999,-4.9895e-19,1.25,0.999998,2.97471e-16,0.272,0,0,0.272,0.999645,0.00348432,1.56887e-06,-4.49079e-07,-2.91589e-33,1.63187e-06,1
273,0.273,0.75,0.999998,-4.24701e-19,1.25,0.999997,5.93595e-16,0.273,0,0,0.273,0.999644,0.00348432,2.27025e-06,-6.54377e-07,-1.03144e-19,2.36267e-06,1
274,0.274,0.75,0.999998,-4.06482e-19,1.25,0.999996,6.88368e-16,0.274,0,0,0.274,0.999644,0.00348431,3.25605e-06,-9.43993e-07,9.8691e-20,3.39013e-06,1
275,0.275,0.75,0.999997,-6.20181e-19,1.25,0.999995,4.65449e-16,0.275,0,0,0.275,0.999643,0.00348431,4.65017e-06,-1.34514e-06,4.46332e-19,4.84081e-06,1
276,0.276,0.75,0.999995,-8.86994e-19,1.25,0.999993,2.45834e-16,0.276,0,0,0.276,0.999642,0.00348431,6.59712e-06,-1.88721e-06,2.44497e-19,6.86174e-06,1
277,0.277,0.75,0.999993,-9.73975e-19,1.24999,0.999989,3.21165e-16,0.277,0,0,0.277,0.99964,0.0034843,1.0132e-05,-2.81527e-06,-6.40689e-33,1.05159e-05,1
278,0.278,0.75,0.99999,-8.44471e-19,1.24999,0.999984,1.66463e-16,0.278,0,0,0.278,0.999638,0.00348429,1.40841e-05,-3.96675e-06,-1.7284e-19,1.4632e-05,1
279,0.279,0.75,0.999987,-7.39857e-19,1.24999,0.999979,-2.78028e-16,0.279,0,0,0.279,0.999635,0.00348428,1.87001e-05,-5.40461e-06,-8.03117e-21,1.94654e-05,1
280,0.28,0.75,0.999982,-9.37363e-19,1.24999,0.999971,-4.22418e-16,0.28,0,0,0.28,0.999631,0.00348427,2.59146e-05,-7.51332e-06,3.74125e-19,2.69818e-05,1
281,0.281,0.75,0.999976,-1.20888e-18,1.24998,0.99996,-3.21904e-16,0.281,0,0,0.281,0.999626,0.00348425,3.56821e-05,-1.03228e-05,2.09316e-19,3.71453e-05,1
282,0.282,0.75,0.999963,-1.30518e-18,1.24997,0.99994,-7.87345e-16,0.282,0,0,0.282,0.999616,0.00348421,5.34386e-05,-1.53195e-05,0,5.55911e-05,1
283,0.283,0.75,0.999949,-1.31159e-18,1.24996,0.999916,-1.19669e-15,0.283,0,0,0.283,0.999604,0.00348417,7.59726e-05,-2.10379e-05,-4.9286e-33,7.88316e-05,1
284,0.284,0.75,0.999936,-1.15871e-18,1.24995,0.999894,-8.44937e-16,0.284,0,0,0.284,0.999592,0.00348414,9.63484e-05,-2.66538e-05,-2.1354e-19,9.99672e-05,1
285,0.285,0.75,0.99991,-7.97653e-19,1.24993,0.999851,-1.08603e-15,0.285,0,0,0.285,0.99957,0.00348406,0.000133023,-3.76612e-05,-2.1354e-19,0.000138252,1
286,0.286,0.75,0.999881,-5.94284e-19,1.2499,0.999804,-9.73106e-16,0.286,0,0,0.286,0.999547,0.00348398,0.000175528,-4.98127e-05,0,0.000182459,1
287,0.287,0.75,0.999851,-5.95695e-19,1.24988,0.999754,-4.13183e-16,0.287,0,0,0.287,0.999522,0.00348389,0.000220606,-6.25121e-05,-4.21064e-33,0.000229292,1
288,0.288,0.75,0.999806,-5.03556e-19,1.24984,0.99968,-3.27903e-16,0.288,0,0,0.288,0.999485,0.00348376,0.00028694,-8.12542e-05,-2.36791e-19,0.000298223,1
289,0.289,0.75,0.999749,-2.23032e-19,1.2498,0.999586,-2.99497e-16,0.289,0,0,0.289,0.999439,0.0034836,0.000370589,-0.000104909,-4.41791e-19,0.000385152,1
290,0.29,0.75,0.999679,6.25539e-21,1.24974,0.99947,-3.70327e-16,0.29,0,0,0.29,0.99938,0.0034834,0.000475315,-0.00013454,-9.27772e-20,0.000493989,1
291,0.291,0.75,0.999556,-5.79072e-20,1.24965,0.999268,-3.49716e-16,0.291,0,0,0.291,0.99928,0.00348304,0.000656062,-0.000185697,1.12222e-19,0.000681836,1
292,0.292,0.75,0.999413,-2.57651e-19,1.24953,0.999031,1.69039e-16,0.292,0,0,0.292,0.999161,0.00348263,0.000868438,-0.000245834,0,0.000902562,1
