Point ID,arc_length,B_0,B_1,B_2,B_Magnitude,p,pB,Points_0,Points_1,Points_2,Points_Magnitude,rho,T,U_0,U_1,U_2,U_Magnitude,Ux,Uy,Uz,vtkValidPointMask
64,0.128,0.102499,1,0,1.00524,100030,-0.0136773,10,-0.872,0.05,10.0381,0.99777,348.469,0.37335,1.11851e-05,0,0.37335,0.37335,1.11851e-05,0,1
65,0.13,0.103766,1,0,1.00537,100030,-0.0136651,10,-0.87,0.05,10.0379,0.99777,348.469,0.378732,1.14211e-05,0,0.378732,0.378732,1.14211e-05,0,1
66,0.132,0.105033,1,0,1.0055,100030,-0.0136529,10,-0.868,0.05,10.0377,0.99777,348.469,0.384114,1.16571e-05,0,0.384114,0.384114,1.16571e-05,0,1
67,0.134,0.1063,1,0,1.00564,100030,-0.0136407,10,-0.866,0.05,10.0376,0.99777,348.469,0.389496,1.18931e-05,0,0.389496,0.389496,1.18931e-05,0,1
68,0.136,0.107568,1,0,1.00577,100030,-0.0136286,10,-0.864,0.05,10.0374,0.99777,348.469,0.394878,1.21291e-05,0,0.394878,0.394878,1.21291e-05,0,1
69,0.138,0.108835,1,0,1.00591,100030,-0.0136164,10,-0.862,0.05,10.0372,0.99777,348.469,0.400261,1.23651e-05,0,0.400261,0.400261,1.23651e-05,0,1
70,0.14,0.110102,1,0,1.00605,100030,-0.0136042,10,-0.86,0.05,10.037,0.99777,348.469,0.405643,1.26011e-05,0,0.405643,0.405643,1.26011e-05,0,1
71,0.142,0.111369,1,0,1.00618,100030,-0.0135921,10,-0.858,0.05,10.0369,0.99777,348.469,0.411025,1.28371e-05,0,0.411025,0.411025,1.28371e-05,0,1
72,0.144,0.112636,1,0,1.00633,100030,-0.0135799,10,-0.856,0.05,10.0367,0.99777,348.469,0.416407,1.30731e-05,0,0.416407,0.416407,1.30731e-05,0,1
73,0.146,0.113903,1,0,1.00647,100030,-0.0135677,10,-0.854,0.05,10.0365,0.99777,348.469,0.421789,1.3309e-05,0,0.421789,0.421789,1.3309e-05,0,1
74,0.148,0.11517,1,0,1.00661,100030,-0.0135555,10,-0.852,0.05,10.0364,0.99777,348.469,0.427171,1.3545e-05,0,0.427171,0.427171,1.3545e-05,0,1
75,0.15,0.116437,1,0,1.00676,100030,-0.0135434,10,-0.85,0.05,10.0362,0.99777,348.469,0.432553,1.3781e-05,0,0.432553,0.432553,1.3781e-05,0,1
76,0.152,0.117444,1,0,1.00688,100030,-0.0135266,10,-0.848,0.05,10.036,0.99777,348.469,0.437565,1.4041e-05,0,0.437565,0.437565,1.4041e-05,0,1
77,0.154,0.11845,1,0,1.00699,100030,-0.0135099,10,-0.846,0.05,10.0358,0.99777,348.469,0.442577,1.4301e-05,0,0.442577,0.442577,1.4301e-05,0,1
78,0.156,0.119457,1,0,1.00711,100030,-0.0134931,10,-0.844,0.05,10.0357,0.99777,348.469,0.447589,1.45609e-05,0,0.447589,0.447589,1.45609e-05,0,1
79,0.158,0.120464,1,0,1.00723,100030,-0.0134764,10,-0.842,0.05,10.0355,0.99777,348.469,0.452601,1.48209e-05,0,0.452601,0.452601,1.48209e-05,0,1
80,0.16,0.121471,1,0,1.00735,100030,-0.0134596,10,-0.84,0.05,10.0353,0.99777,348.469,0.457613,1.50808e-05,0,0.457613,0.457613,1.50808e-05,0,1
81,0.162,0.122477,1,0,1.00747,100030,-0.0134429,10,-0.838,0.05,10.0352,0.99777,348.469,0.462625,1.53408e-05,0,0.462625,0.462625,1.53408e-05,0,1
82,0.164,0.123484,1,0,1.0076,100030,-0.0134261,10,-0.836,0.05,10.035,0.99777,348.469,0.467637,1.56007e-05,0,0.467637,0.467637,1.56007e-05,0,1
83,0.166,0.124491,1,0,1.00772,100030,-0.0134093,10,-0.834,0.05,10.0348,0.99777,348.469,0.472649,1.58607e-05,0,0.472649,0.472649,1.58607e-05,0,1
84,0.168,0.125498,1,0,1.00785,100030,-0.0133926,10,-0.832,0.05,10.0347,0.99777,348.469,0.477661,1.61207e-05,0,0.477661,0.477661,1.61207e-05,0,1
85,0.17,0.126504,1,0,1.00797,100030,-0.0133758,10,-0.83,0.05,10.0345,0.99777,348.469,0.482673,1.63806e-05,0,0.482673,0.482673,1.63806e-05,0,1
86,0.172,0.127511,1,0,1.0081,100030,-0.0133591,10,-0.828,0.05,10.0343,0.99777,348.469,0.487685,1.66406e-05,0,0.487685,0.487685,1.66406e-05,0,1
87,0.174,0.128518,1,0,1.00823,100030,-0.0133423,10,-0.826,0.05,10.0342,0.99777,348.469,0.492697,1.69006e-05,0,0.492697,0.492697,1.69006e-05,0,1
88,0.176,0.129525,1,0,1.00836,100030,-0.0133256,10,-0.824,0.05,10.034,0.99777,348.469,0.497709,1.71605e-05,0,0.497709,0.497709,1.71605e-05,0,1
89,0.178,0.130531,1,0,1.00849,100030,-0.0133088,10,-0.822,0.05,10.0339,0.99777,348.469,0.50272,1.74205e-05,0,0.50272,0.50272,1.74205e-05,0,1
90,0.18,0.131538,1,0,1.00862,100030,-0.0132921,10,-0.82,0.05,10.0337,0.99777,348.469,0.507732,1.76804e-05,0,0.507732,0.507732,1.76804e-05,0,1
91,0.182,0.132545,1,0,1.00875,100030,-0.0132753,10,-0.818,0.05,10.0335,0.99777,348.469,0.512744,1.79404e-05,0,0.512744,0.512744,1.79404e-05,0,1
92,0.184,0.133552,1,0,1.00888,100030,-0.0132586,10,-0.816,0.05,10.0334,0.99777,348.469,0.517756,1.82004e-05,0,0.517756,0.517756,1.82004e-05,0,1
93,0.186,0.134558,1,0,1.00901,100030,-0.0132418,10,-0.814,0.05,10.0332,0.99777,348.469,0.522768,1.84603e-05,0,0.522768,0.522768,1.84603e-05,0,1
94,0.188,0.135565,1,0,1.00915,100030,-0.0132251,10,-0.812,0.05,10.033,0.99777,348.469,0.52778,1.87203e-05,0,0.52778,0.52778,1.87203e-05,0,1
95,0.19,0.136572,1,0,1.00929,100030,-0.0132083,10,-0.81,0.05,10.0329,0.99777,348.469,0.532792,1.89802e-05,0,0.532792,0.532792,1.89802e-05,0,1
96,0.192,0.137579,1,0,1.00942,100030,-0.0131916,10,-0.808,0.05,10.0327,0.99777,348.469,0.537804,1.92402e-05,0,0.537804,0.537804,1.92402e-05,0,1
97,0.194,0.138586,1,0,1.00956,100030,-0.0131748,10,-0.806,0.05,10.0326,0.99777,348.469,0.542816,1.95002e-05,0,0.542816,0.542816,1.95002e-05,0,1
98,0.196,0.139592,1,0,1.0097,100030,-0.0131581,10,-0.804,0.05,10.0324,0.99777,348.469,0.547828,1.97601e-05,0,0.547828,0.547828,1.97601e-05,0,1
99,0.198,0.140599,1,0,1.00984,100030,-0.0131413,10,-0.802,0.05,10.0322,0.99777,348.469,0.55284,2.00201e-05,0,0.55284,0.55284,2.00201e-05,0,1
100,0.2,0.141606,1,0,1.00998,100030,-0.0131246,10,-0.8,0.05,10.0321,0.99777,348.469,0.557852,2.028e-05,0,0.557852,0.557852,2.028e-05,0,1
101,0.202,0.142371,1,0,1.01009,100030,-0.0131037,10,-0.798,0.05,10.0319,0.99777,348.469,0.562504,2.05152e-05,0,0.562504,0.562504,2.05152e-05,0,1
102,0.204,0.143135,1,0,1.01019,100030,-0.0130828,10,-0.796,0.05,10.0318,0.99777,348.469,0.567156,2.07504e-05,0,0.567156,0.567156,2.07504e-05,0,1
103,0.206,0.1439,1,0,1.0103,100030,-0.013062,10,-0.794,0.05,10.0316,0.99777,348.469,0.571809,2.09856e-05,0,0.571809,0.571809,2.09856e-05,0,1
104,0.208,0.144665,1,0,1.01041,100030,-0.0130411,10,-0.792,0.05,10.0314,0.99777,348.469,0.576461,2.12208e-05,0,0.576461,0.576461,2.12208e-05,0,1
105,0.21,0.14543,1,0,1.01052,100030,-0.0130203,10,-0.79,0.05,10.0313,0.99777,348.469,0.581113,2.1456e-05,0,0.581113,0.581113,2.1456e-05,0,1
106,0.212,0.146195,1,0,1.01063,100030,-0.0129994,10,-0.788,0.05,10.0311,0.99777,348.469,0.585765,2.16912e-05,0,0.585765,0.585765,2.16912e-05,0,1
107,0.214,0.146959,1,0,1.01074,100030,-0.0129785,10,-0.786,0.05,10.031,0.99777,348.469,0.590418,2.19264e-05,0,0.590418,0.590418,2.19264e-05,0,1
108,0.216,0.147724,1,0,1.01085,100030,-0.0129577,10,-0.784,0.05,10.0308,0.99777,348.469,0.59507,2.21616e-05,0,0.59507,0.59507,2.21616e-05,0,1
109,0.218,0.148489,1,0,1.01097,100030,-0.0129368,10,-0.782,0.05,10.0307,0.99777,348.469,0.599722,2.23968e-05,0,0.599722,0.599722,2.23968e-05,0,1
110,0.22,0.149254,1,0,1.01108,100030,-0.012916,10,-0.78,0.05,10.0305,0.99777,348.469,0.604375,2.2632e-05,0,0.604375,0.604375,2.2632e-05,0,1
111,0.222,0.150019,1,0,1.01119,100030,-0.0128951,10,-0.778,0.05,10.0303,0.99777,348.469,0.609027,2.28672e-05,0,0.609027,0.609027,2.28672e-05,0,1
112,0.224,0.150783,1,0,1.01131,100030,-0.0128742,10,-0.776,0.05,10.0302,0.99777,348.469,0.613679,2.31023e-05,0,0.613679,0.613679,2.31023e-05,0,1
113,0.226,0.151548,1,0,1.01142,100030,-0.0128534,10,-0.774,0.05,10.03,0.99777,348.469,0.618331,2.33375e-05,0,0.618331,0.618331,2.33375e-05,0,1
114,0.228,0.152313,1,0,1.01154,100030,-0.0128325,10,-0.772,0.05,10.0299,0.99777,348.469,0.622984,2.35727e-05,0,0.622984,0.622984,2.35727e-05,0,1
115,0.23,0.153078,1,0,1.01165,100030,-0.0128117,10,-0.77,0.05,10.0297,0.99777,348.469,0.627636,2.38079e-05,0,0.627636,0.627636,2.38079e-05,0,1
116,0.232,0.153843,1,0,1.01177,100030,-0.0127908,10,-0.768,0.05,10.0296,0.99777,348.469,0.632288,2.40431e-05,0,0.632288,0.632288,2.40431e-05,0,1
117,0.234,0.154607,1,0,1.01188,100030,-0.0127699,10,-0.766,0.05,10.0294,0.99777,348.469,0.636941,2.42783e-05,0,0.636941,0.636941,2.42783e-05,0,1
118,0.236,0.155372,1,0,1.012,100030,-0.0127491,10,-0.764,0.05,10.0293,0.99777,348.469,0.641593,2.45135e-05,0,0.641593,0.641593,2.45135e-05,0,1
119,0.238,0.156137,1,0,1.01212,100030,-0.0127282,10,-0.762,0.05,10.0291,0.99777,348.469,0.646245,2.47487e-05,0,0.646245,0.646245,2.47487e-05,0,1
120,0.24,0.156902,1,0,1.01224,100030,-0.0127074,10,-0.76,0.05,10.029,0.99777,348.469,0.650897,2.49839e-05,0,0.650897,0.650897,2.49839e-05,0,1
121,0.242,0.157667,1,0,1.01236,100030,-0.0126865,10,-0.758,0.05,10.0288,0.99777,348.469,0.65555,2.52191e-05,0,0.65555,0.65555,2.52191e-05,0,1
122,0.244,0.158431,1,0,1.01247,100030,-0.0126656,10,-0.756,0.05,10.0287,0.99777,348.469,0.660202,2.54543e-05,0,0.660202,0.660202,2.54543e-05,0,1
123,0.246,0.159196,1,0,1.01259,100030,-0.0126448,10,-0.754,0.05,10.0285,0.99777,348.469,0.664854,2.56895e-05,0,0.664854,0.664854,2.56895e-05,0,1
124,0.248,0.159961,1,0,1.01272,100030,-0.0126239,10,-0.752,0.05,10.0284,0.99777,348.469,0.669507,2.59247e-05,0,0.669507,0.669507,2.59247e-05,0,1
125,0.25,0.160726,1,0,1.01284,100030,-0.0126031,10,-0.75,0.05,10.0282,0.99777,348.469,0.674159,2.61598e-05,0,0.674159,0.674159,2.61598e-05,0,1
126,0.252,0.161266,1,0,1.01292,100030,-0.0125786,10,-0.748,0.05,10.0281,0.99777,348.469,0.678461,2.63506e-05,0,0.678461,0.678461,2.63506e-05,0,1
127,0.254,0.161807,1,0,1.01301,100030,-0.0125542,10,-0.746,0.05,10.0279,0.99777,348.469,0.682764,2.65414e-05,0,0.682764,0.682764,2.65414e-05,0,1
128,0.256,0.162348,1,0,1.0131,100030,-0.0125298,10,-0.744,0.05,10.0278,0.99777,348.469,0.687067,2.67322e-05,0,0.687067,0.687067,2.67322e-05,0,1
129,0.258,0.162888,1,0,1.01318,100030,-0.0125054,10,-0.742,0.05,10.0276,0.99777,348.469,0.69137,2.6923e-05,0,0.69137,0.69137,2.6923e-05,0,1
130,0.26,0.163429,1,0,1.01327,100030,-0.012481,10,-0.74,0.05,10.0275,0.99777,348.469,0.695672,2.71137e-05,0,0.695672,0.695672,2.71137e-05,0,1
131,0.262,0.16397,1,0,1.01336,100030,-0.0124566,10,-0.738,0.05,10.0273,0.99777,348.469,0.699975,2.73045e-05,0,0.699975,0.699975,2.73045e-05,0,1
132,0.264,0.164511,1,0,1.01344,100030,-0.0124322,10,-0.736,0.05,10.0272,0.99777,348.469,0.704278,2.74953e-05,0,0.704278,0.704278,2.74953e-05,0,1
133,0.266,0.165051,1,0,1.01353,100030,-0.0124078,10,-0.734,0.05,10.027,0.99777,348.469,0.70858,2.76861e-05,0,0.70858,0.70858,2.76861e-05,0,1
134,0.268,0.165592,1,0,1.01362,100030,-0.0123834,10,-0.732,0.05,10.0269,0.99777,348.469,0.712883,2.78769e-05,0,0.712883,0.712883,2.78769e-05,0,1
135,0.27,0.166133,1,0,1.01371,100030,-0.012359,10,-0.73,0.05,10.0267,0.99777,348.469,0.717186,2.80677e-05,0,0.717186,0.717186,2.80677e-05,0,1
136,0.272,0.166673,1,0,1.0138,100030,-0.0123346,10,-0.728,0.05,10.0266,0.99777,348.469,0.721489,2.82584e-05,0,0.721489,0.721489,2.82584e-05,0,1
137,0.274,0.167214,1,0,1.01389,100030,-0.0123102,10,-0.726,0.05,10.0264,0.99777,348.469,0.725791,2.84492e-05,0,0.725791,0.725791,2.84492e-05,0,1
138,0.276,0.167755,1,0,1.01398,100030,-0.0122858,10,-0.724,0.05,10.0263,0.99777,348.469,0.730094,2.864e-05,0,0.730094,0.730094,2.864e-05,0,1
139,0.278,0.168295,1,0,1.01406,100030,-0.0122614,10,-0.722,0.05,10.0262,0.99777,348.469,0.734397,2.88308e-05,0,0.734397,0.734397,2.88308e-05,0,1
140,0.28,0.168836,1,0,1.01415,100030,-0.012237,10,-0.72,0.05,10.026,0.99777,348.469,0.738699,2.90216e-05,0,0.738699,0.738699,2.90216e-05,0,1
141,0.282,0.169377,1,0,1.01424,100030,-0.0122125,10,-0.718,0.05,10.0259,0.99777,348.469,0.743002,2.92123e-05,0,0.743002,0.743002,2.92123e-05,0,1
142,0.284,0.169917,1,0,1.01434,100030,-0.0121881,10,-0.716,0.05,10.0257,0.99777,348.469,0.747305,2.94031e-05,0,0.747305,0.747305,2.94031e-05,0,1
143,0.286,0.170458,1,0,1.01443,100030,-0.0121637,10,-0.714,0.05,10.0256,0.99777,348.469,0.751607,2.95939e-05,0,0.751607,0.751607,2.95939e-05,0,1
144,0.288,0.170999,1,0,1.01452,100030,-0.0121393,10,-0.712,0.05,10.0254,0.99777,348.469,0.75591,2.97847e-05,0,0.75591,0.75591,2.97847e-05,0,1
145,0.29,0.171539,1,0,1.01461,100030,-0.0121149,10,-0.71,0.05,10.0253,0.99777,348.469,0.760213,2.99755e-05,0,0.760213,0.760213,2.99755e-05,0,1
146,0.292,0.17208,1,0,1.0147,100030,-0.0120905,10,-0.708,0.05,10.0252,0.99777,348.469,0.764516,3.01662e-05,0,0.764516,0.764516,3.01662e-05,0,1
147,0.294,0.172621,1,0,1.01479,100030,-0.0120661,10,-0.706,0.05,10.025,0.99777,348.469,0.768818,3.0357e-05,0,0.768818,0.768818,3.0357e-05,0,1
148,0.296,0.173161,1,0,1.01488,100030,-0.0120417,10,-0.704,0.05,10.0249,0.99777,348.469,0.773121,3.05478e-05,0,0.773121,0.773121,3.05478e-05,0,1
