Point ID,Ma,mag(U),p,Points_0,Points_1,Points_2,Points_Magnitude,T
54,0.966027,306.127,74327.7,0.446674,0.0300397,0.166667,0.477701,249.932
55,0.982903,310.555,72855,0.451984,0.0306648,0.166667,0.482708,248.457
56,1.00023,315.149,71492.4,0.4573,0.0312244,0.166667,0.487726,247.073
57,1.01648,319.296,70038,0.462624,0.0317184,0.166667,0.492752,245.577
58,1.03208,323.126,68486.1,0.467953,0.0321467,0.166667,0.497786,243.959
59,1.0487,327.34,67094.8,0.473286,0.0325091,0.166667,0.502827,242.489
60,1.06527,331.588,65837,0.478624,0.0328058,0.166667,0.507873,241.143
61,1.08077,335.408,64508.4,0.483965,0.0330366,0.166667,0.512925,239.702
62,1.09537,338.861,63131,0.489309,0.0332014,0.166667,0.51798,238.187
63,1.1109,342.648,61867.4,0.494654,0.0333004,0.166667,0.523039,236.779
64,1.12674,346.554,60684.4,0.5,0.0333333,0.166667,0.528099,235.444
65,1.14207,350.241,59480.5,0.505346,0.0333004,0.166667,0.533162,234.069
66,1.15642,353.582,58274.7,0.510691,0.0332014,0.166667,0.538224,232.671
67,1.17085,356.961,57132.4,0.516035,0.0330366,0.166667,0.543287,231.329
68,1.18507,360.3,56061.5,0.521376,0.0328058,0.166667,0.548349,230.056
69,1.19888,363.531,55045.3,0.526714,0.0325091,0.166667,0.553409,228.834
70,1.21152,366.442,54103.2,0.532048,0.0321467,0.166667,0.558467,227.686
71,1.22335,369.139,53229.9,0.537376,0.0317184,0.166667,0.563522,226.606
72,1.23429,371.56,52382.9,0.5427,0.0312244,0.166667,0.568573,225.534
73,1.16381,354.474,57097.4,0.548016,0.0306648,0.166667,0.57362,231.33
74,0.988612,310.534,70579.8,0.553326,0.0300397,0.166667,0.578662,246.536
75,0.886987,284.182,79140.4,0.558627,0.0293491,0.166667,0.583698,255.471
76,0.889302,284.863,79144.2,0.563919,0.0285931,0.166667,0.588728,255.364
77,0.888443,284.631,79192.2,0.569202,0.027772,0.166667,0.593751,255.441
78,0.878474,281.848,79942.1,0.574474,0.0268857,0.166667,0.598766,256.19
79,0.864985,278.092,81012.5,0.579735,0.0259344,0.166667,0.603774,257.249
80,0.849138,273.655,82297,0.584984,0.0249183,0.166667,0.608773,258.492
81,0.831659,268.715,83720.9,0.590219,0.0238375,0.166667,0.613763,259.83
82,0.813072,263.415,85255.3,0.595441,0.0226922,0.166667,0.618743,261.229
83,0.793456,257.762,86867.8,0.600649,0.0214826,0.166667,0.623713,262.658
84,0.773127,251.824,88477,0.605841,0.0202088,0.166667,0.628673,264.055
85,0.752502,245.753,90101.5,0.611017,0.0188711,0.166667,0.633621,265.451
86,0.730915,239.366,91825.7,0.616176,0.0174696,0.166667,0.638558,266.929
87,0.708317,232.648,93668.8,0.621318,0.0160046,0.166667,0.643482,268.503
88,0.684766,225.607,95626.8,0.626441,0.0144763,0.166667,0.648394,270.166
89,0.660338,218.26,97705.2,0.631544,0.0128848,0.166667,0.653293,271.913
90,0.634587,210.456,99919.6,0.636628,0.0112306,0.166667,0.658179,273.752
91,0.607098,202.061,102322,0.641691,0.00951371,0.166667,0.66305,275.723
92,0.577512,192.94,104893,0.646732,0.00773451,0.166667,0.667907,277.812
93,0.545801,183.052,107597,0.651751,0.00589326,0.166667,0.67275,279.973
94,0.512369,172.518,110411,0.656747,0.00399023,0.166667,0.677577,282.194
95,0.472827,159.717,112520,0.661719,0.00202571,0.166667,0.682389,284.011
96,0.431903,146.678,116367,0.666667,0,0.166667,0.687184,287.149
97,0.44004,149.763,117776,0.671749,0,0.166667,0.692116,288.354
98,0.480307,162.987,115290,0.677047,0,0.166667,0.697259,286.599
99,0.506789,171.62,113646,0.682571,0,0.166667,0.702624,285.425
100,0.529808,179.027,111957,0.688329,0,0.166667,0.708219,284.186
101,0.547881,184.771,110476,0.694331,0,0.166667,0.714054,283.069
102,0.562283,189.289,109170,0.700589,0,0.166667,0.720141,282.055
103,0.573922,192.89,108011,0.707112,0,0.166667,0.726489,281.13
104,0.58352,195.833,107027,0.713913,0,0.166667,0.73311,280.318
105,0.591331,198.209,106218,0.721003,0,0.166667,0.740015,279.624
106,0.597968,200.22,105545,0.728393,0,0.166667,0.747218,279.026
107,0.603692,201.951,104985,0.736098,0,0.166667,0.754731,278.514
108,0.608786,203.494,104512,0.74413,0,0.166667,0.762567,278.073
109,0.613431,204.906,104108,0.752504,0,0.166667,0.77074,277.692
110,0.61771,206.212,103760,0.761233,0,0.166667,0.779265,277.36
111,0.621653,207.419,103454,0.770333,0,0.166667,0.788156,277.068
112,0.625282,208.531,103180,0.779819,0,0.166667,0.797431,276.805
113,0.628625,209.556,102934,0.789709,0,0.166667,0.807105,276.568
114,0.631714,210.505,102715,0.800019,0,0.166667,0.817195,276.355
115,0.634568,211.383,102521,0.810766,0,0.166667,0.82772,276.165
116,0.6372,212.194,102350,0.821971,0,0.166667,0.838698,275.995
117,0.639624,212.943,102198,0.833651,0,0.166667,0.850148,275.843
118,0.641862,213.635,102064,0.845828,0,0.166667,0.862092,275.707
119,0.643936,214.277,101945,0.858522,0,0.166667,0.87455,275.583
120,0.645858,214.874,101839,0.871755,0,0.166667,0.887544,275.472
121,0.647638,215.427,101745,0.88555,0,0.166667,0.901098,275.373
122,0.649294,215.944,101662,0.899932,0,0.166667,0.915235,275.285
123,0.650845,216.428,101589,0.914924,0,0.166667,0.929981,275.206
124,0.652305,216.885,101522,0.930554,0,0.166667,0.945361,275.134
125,0.653703,217.324,101464,0.946847,0,0.166667,0.961404,275.068
126,0.655019,217.73,101402,0.963833,0,0.166667,0.978137,274.987
127,0.65653,218.204,101433,0.98154,0,0.166667,0.99559,274.918
128,0.657407,218.489,101501,1,0,0.166667,1.01379,274.899
